year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,blh_forecast,ratio_satellite,NO2_satellite_filled,HCHO_satellite_filled,NO2_forecast_per_blh,O3_forecast_per_blh,blh_delta_1h,blh_rel_change,sin_hour,cos_hour,wind_speed,wind_dir_deg,wind_sector,SZA_deg,cosSZA,solar_elevation,sunset_flag,solar_declination_deg,hour_angle_deg,solar_time_hr,EoT_min
2019.0,7.0,25.0,10.0,0.03,102.62,9.23,9.41,0.77,-0.15,5.18,90.14,,,,1.1384386683085388,0.0003328119279794,45.72,2.029220413768263,0.4999999999999999,-0.8660254037844387,0.7844743462982074,281.0234559637431,6.0,34.633344319684866,0.8228057621778213,55.366655680315134,0.0,19.60245249236703,-36.81093532652003,9.545937644898665,-6.181381306080062
2019.0,7.0,25.0,11.0,0.02,112.24,10.6,9.24,-0.26,0.99,5.04,184.62,,,,0.6079481749096798,0.0001083300382946,94.48,2.0481246047858352,0.258819045102521,-0.9659258262890682,1.0235721762533407,165.2849283494022,4.0,21.794041500354176,0.9285244424204896,68.2059584996458,0.0,19.60245249236703,-21.81093532652003,10.545937644898665,-6.181381306080062
2019.0,7.0,25.0,12.0,0.0,121.86,8.93,9.08,-1.3,2.14,4.91,34.28,,,,3.55473877658178,0.0,-150.34,0.1856776856370618,1.2246467991473532e-16,-1.0,2.5039169315294787,148.72229713313357,3.0,10.916529401439234,0.981904119220994,79.08347059856074,0.0,19.60245249236703,-6.810935326520031,11.545937644898665,-6.181381306080062
2019.0,7.0,25.0,13.0,0.04,118.31,10.14,8.98,-0.26,0.55,5.11,54.45,,,,2.1727791959743623,0.000734605425061,20.17,1.5883433972171177,-0.2588190451025208,-0.9659258262890684,0.6083584469702052,154.69862137458028,3.0,11.676173331400056,0.979307055819466,78.32382666859995,0.0,19.60245249236703,8.189064673479969,12.545937644898665,-6.181381306080062
2019.0,7.0,25.0,14.0,0.08,114.77,13.29,8.89,0.78,-1.04,5.32,19.53,,,,5.876299216629972,0.004096052429471,-34.92,0.3586710987860645,-0.4999999999999997,-0.8660254037844388,1.3,323.13010235415595,7.0,22.94048267595117,0.92091023779487,67.05951732404883,0.0,19.60245249236703,23.18906467347997,13.545937644898665,-6.181381306080062
2019.0,7.0,25.0,15.0,0.12,111.22,10.31,8.79,1.83,-2.62,5.53,34.31,,,,3.2415260412112734,0.0034974206522689,14.78,1.7566944856894169,-0.7071067811865471,-0.7071067811865479,3.195825401989289,325.0667296188552,7.0,35.83627473858613,0.8106933117902775,54.16372526141386,0.0,19.60245249236703,38.18906467347997,14.545937644898665,-6.181381306080062
2019.0,7.0,25.0,16.0,0.67,105.1,11.15,9.22,1.48,-2.37,5.26,28.28,,,,3.7162759449807288,0.0236908171563947,-6.030000000000001,0.824225467051383,-0.8660254037844385,-0.5000000000000004,2.794154612758571,328.0163526708105,7.0,48.99177379530898,0.6561673791708194,41.00822620469101,0.0,19.60245249236703,53.18906467347997,15.545937644898665,-6.181381306080062
2019.0,7.0,25.0,17.0,1.23,98.98,10.6,9.65,1.14,-2.11,4.99,25.64,,,,3.86022386022386,0.0479700479700479,-2.640000000000001,0.9066157490894946,-0.9659258262890684,-0.2588190451025206,2.39827020996384,331.6183408995771,7.0,62.10432335123396,0.467863126878333,27.89567664876604,0.0,19.60245249236703,68.18906467348002,16.545937644898668,-6.181381306080062
2019.0,7.0,25.0,18.0,1.78,92.85,9.9,10.08,0.8,-1.86,4.71,25.96,,,,3.5765186240899807,0.0685643850390971,0.3200000000000003,1.0124410124410124,-1.0,-1.8369701987210292e-16,2.02474689776278,336.72709593591804,7.0,75.01221103045567,0.2586131785190624,14.987788969544326,0.0,19.60245249236703,83.18906467348002,17.545937644898668,-6.181381306080062
2019.0,7.0,25.0,19.0,1.19,105.28,11.54,10.39,0.57,-1.74,4.76,26.71,,,,3.9414473437909474,0.0445509340721051,0.75,1.0288509687608336,-0.9659258262890684,0.2588190451025203,1.830983342360056,341.8619178444027,0.0,87.55401233522319,0.0426775722718012,2.4459876647768084,0.0,19.60245249236703,98.18906467348002,18.545937644898668,-6.181381306080062
2019.0,7.0,25.0,20.0,0.59,117.71,12.11,10.69,0.34,-1.63,4.8,51.0,,,,2.307993960902728,0.0115684006195956,24.29,1.9093257459473625,-0.8660254037844386,0.5000000000000001,1.6650825805346712,348.2176748655377,0.0,99.51048186200096,-0.1652280371481609,-9.510481862000958,1.0,19.60245249236703,113.18906467348002,19.545937644898668,-6.181381306080062
2019.0,7.0,25.0,21.0,0.0,130.14,11.11,11.0,0.12,-1.51,4.84,36.69,,,,3.546918862936415,0.0,-14.310000000000002,0.719397658869434,-0.7071067811865477,0.7071067811865474,1.514760707174569,355.45624234853284,0.0,110.54452838285086,-0.3509352260391189,-20.544528382850856,1.0,19.60245249236703,128.18906467348003,20.545937644898668,-6.181381306080062
2019.0,7.0,25.0,22.0,0.06,116.64,10.58,11.03,0.48,-1.68,4.68,34.48,,,,3.382732519358488,0.0017400887445259,-2.210000000000001,0.9397399907334224,-0.5000000000000004,0.8660254037844384,1.7472263734273243,344.05460409907715,0.0,120.1183874046442,-0.5017883563737933,-30.11838740464421,1.0,19.60245249236703,143.18906467348003,21.545937644898668,-6.181381306080062
2019.0,7.0,25.0,23.0,0.13,103.13,12.1,11.07,0.85,-1.85,4.52,18.28,,,,5.641376292325364,0.0071112083584049,-16.199999999999996,0.5301470374989126,-0.2588190451025215,0.965925826289068,2.0359273071502333,335.32313682966293,7.0,127.40946294634652,-0.6075070366164617,-37.40946294634651,1.0,19.60245249236703,158.18906467348003,22.545937644898668,-6.181381306080062
2019.0,8.0,2.0,0.0,0.22,76.1,26.67,5.67,-1.31,0.43,4.6,22.89,,,,3.324450657463632,0.0096107640557424,4.609999999999999,1.252119687106832,0.0,1.0,1.3787675656179326,108.17212598968548,2.0,133.30908712784353,-0.6859337692793372,-43.309087127843526,1.0,17.650037105625604,173.2525377267372,23.55016918178248,-5.927489093051257
2019.0,8.0,2.0,1.0,0.21,83.85,25.78,5.65,-1.02,0.63,5.42,19.44,,,,4.313049740239698,0.0108019134818167,-3.45,0.8492420601983313,0.2588190451025207,0.9659258262890684,1.1988744721612852,121.70142966950571,3.0,133.08359811457723,-0.6830647243924775,-43.08359811457723,1.0,17.650037105625604,-171.7474622732628,0.5501691817824789,-5.927489093051257
2019.0,8.0,2.0,2.0,0.19,91.6,26.58,5.63,-0.73,0.83,6.24,97.07,,,,0.9436391919316788,0.001957330201605,77.63,4.9930559127616885,0.4999999999999999,0.8660254037844387,1.105350623105628,138.66778805553145,3.0,128.59125595983053,-0.6237603198149431,-38.59125595983053,1.0,17.650037105625604,-156.7474622732628,1.550169181782479,-5.927489093051257
2019.0,8.0,2.0,3.0,0.18,99.34,26.28,5.61,-0.43,1.03,7.07,87.34,,,,1.1373810696007602,0.0020608877846601,-9.72999999999999,0.8997537884641139,0.7071067811865476,0.7071067811865476,1.1161541112229978,157.34064795999416,3.0,120.80127990811155,-0.51206205271353,-30.80127990811156,1.0,17.650037105625604,-141.7474622732628,2.5501691817824788,-5.927489093051257
2019.0,8.0,2.0,4.0,0.12,100.53,27.75,5.69,0.05,0.45,5.93,496.06,,,,0.2026565281285971,0.0002419057333674,408.72,5.679577746991676,0.8660254037844386,0.5000000000000001,0.4527692569068708,186.3401917459099,4.0,110.82911651735922,-0.3555819754010861,-20.829116517359225,1.0,17.650037105625604,-126.7474622732628,3.5501691817824788,-5.927489093051257
2019.0,8.0,2.0,5.0,0.06,101.73,26.29,5.78,0.54,-0.12,4.79,243.32,,,,0.4180896839976821,0.0002465878407535,-252.74,0.4905041920247711,0.9659258262890684,0.2588190451025207,0.5531726674375733,282.5288077091515,6.0,99.49630189259972,-0.1649839465508992,-9.496301892599718,1.0,17.650037105625604,-111.7474622732628,4.550169181782479,-5.927489093051257
2019.0,8.0,2.0,6.0,0.0,102.92,26.99,5.87,1.03,-0.7,3.65,337.21,,,,0.3052094979108036,0.0,93.89,1.385864763008536,1.0,6.123233995736766e-17,1.2453513560437472,304.20048413026853,7.0,87.32084181358978,0.0467430931490251,2.67915818641022,0.0,17.650037105625604,-96.7474622732628,5.550169181782479,-5.927489093051257
2019.0,8.0,2.0,7.0,0.06,104.21,27.81,6.2,1.02,-1.01,3.96,444.82,,,,0.2342740113438889,0.0001348857180753,107.61,1.3191147382499386,0.9659258262890684,-0.2588190451025206,1.4354441821262156,314.71775706372915,7.0,74.62292795332836,0.2651702958386142,15.377072046671644,0.0,17.650037105625604,-81.74746227326281,6.550169181782479,-5.927489093051257
2019.0,8.0,2.0,8.0,0.12,105.5,26.38,6.52,1.02,-1.32,4.26,169.02,,,,0.6241827938540181,0.0007099709503552,-275.79999999999995,0.379973067818291,0.8660254037844387,-0.4999999999999998,1.6681726529349412,322.30575953331083,7.0,61.61380771830233,0.4754122086225922,28.386192281697667,0.0,17.650037105625604,-66.74746227326281,7.550169181782479,-5.927489093051257
2019.0,8.0,2.0,9.0,0.18,106.79,25.96,6.85,1.01,-1.63,4.57,62.84,,,,1.6993682468452125,0.0028643719864419,-106.18,0.3717881210027156,0.7071067811865476,-0.7071067811865475,1.9175505208468435,328.2163240637906,7.0,48.460119709165966,0.663141192585919,41.53988029083405,0.0,17.650037105625604,-51.74746227326284,8.550169181782477,-5.927489093051257
2019.0,8.0,2.0,10.0,0.16,98.26,25.97,7.44,1.22,-1.73,5.16,37.97,,,,2.5877643464749416,0.0042137420663137,-24.870000000000005,0.6042233573622317,0.4999999999999999,-0.8660254037844387,2.116908122711045,324.80842100482704,7.0,35.35684990249822,0.8155638277083088,54.64315009750178,0.0,17.650037105625604,-36.74746227326284,9.550169181782476,-5.927489093051257
2019.0,8.0,2.0,11.0,0.14,89.72,25.81,8.03,1.42,-1.83,5.76,14.67,,,,6.115465885079408,0.0095426351305296,-23.3,0.3863474757051434,0.258819045102521,-0.9659258262890682,2.3163117234085746,322.1901005081627,7.0,22.736396139004192,0.9222927632964852,67.2636038609958,0.0,17.650037105625604,-21.74746227326284,10.550169181782476,-5.927489093051257
2019.0,8.0,2.0,12.0,0.11,81.19,27.26,8.63,1.63,-1.92,6.35,22.49,,,,3.6098883998043663,0.0048908452269796,7.8199999999999985,1.532956172040079,1.2246467991473532e-16,-1.0,2.5185908758669,319.67013035930097,7.0,12.563745550904091,0.9760545987680193,77.43625444909591,0.0,17.650037105625604,-6.747462273262839,11.550169181782476,-5.927489093051257
2019.0,8.0,2.0,13.0,0.07,78.56,26.69,8.14,1.57,-1.93,6.27,347.83,,,,0.225856809772562,0.0002012471573839,325.34,15.465297230003111,-0.2588190451025208,-0.9659258262890684,2.487930867206724,320.8726282810668,7.0,13.298335913841782,0.9731855538811596,76.70166408615822,0.0,17.650037105625604,8.252537726737161,12.550169181782476,-5.927489093051257
2019.0,8.0,2.0,14.0,0.04,75.94,25.3,7.65,1.52,-1.94,6.19,457.16,,,,0.1661121574237522,8.749652748156558e-05,109.33000000000004,1.3143164352803518,-0.4999999999999997,-0.8660254037844388,2.46454864021792,321.921117638435,7.0,23.95266819943945,0.9138811493036252,66.04733180056056,0.0,17.650037105625604,23.25253772673716,13.550169181782476,-5.927489093051257
2019.0,8.0,2.0,15.0,0.0,73.32,25.1,7.16,1.46,-1.94,6.1,323.11,,,,0.2269189225993544,0.0,-134.05,0.7067750748642163,-0.7071067811865471,-0.7071067811865479,2.42800329489068,323.0357107105348,7.0,36.66093923834793,0.8021828822022123,53.33906076165207,0.0,17.650037105625604,38.25253772673716,14.550169181782476,-5.927489093051257
2019.0,8.0,2.0,16.0,0.05,77.38,26.3,7.05,1.34,-1.69,6.01,26.44,,,,2.9265156385915807,0.0018910026095836,-296.67,0.081829464177945,-0.8660254037844385,-0.5000000000000004,2.1567800073257355,321.5891218791807,7.0,49.78161016332047,0.6457028048897684,40.218389836679535,0.0,17.650037105625604,53.25253772673716,15.550169181782476,-5.927489093051257
2019.0,8.0,2.0,17.0,0.11,81.45,26.58,6.94,1.22,-1.43,5.91,90.97,,,,0.8953402732739004,0.0012091765507689,64.53,3.440490147876404,-0.9659258262890684,-0.2588190451025206,1.8797074240423688,319.53095158180633,7.0,62.92832409450381,0.4551047760395813,27.071675905496186,0.0,17.650037105625604,68.25253772673719,16.55016918178248,-5.927489093051257
2019.0,8.0,2.0,18.0,0.16,85.51,28.82,6.83,1.09,-1.17,5.81,563.96,,,,0.1516239598128239,0.0002837075613384,472.99,6.199338250651307,-1.0,-1.8369701987210292e-16,1.5990622251807465,317.0273227005002,7.0,75.91401676086869,0.2433777363396569,14.08598323913131,0.0,17.650037105625604,83.25253772673719,17.55016918178248,-5.927489093051257
2019.0,8.0,2.0,19.0,0.13,84.45,27.33,7.49,0.12,-0.96,5.4,515.54,,,,0.1638085040763004,0.0002521622916509,-48.42000000000007,0.9141412260776896,-0.9659258262890684,0.2588190451025203,0.967470929795826,352.8749836510982,0.0,88.57029135986653,0.0249505336500677,1.4297086401334695,0.0,17.650037105625604,98.2525377267372,18.55016918178248,-5.927489093051257
2019.0,8.0,2.0,20.0,0.1,83.39,25.83,8.14,-0.85,-0.75,4.98,252.72,,,,0.3299686215233399,0.0003956932744014,-262.81999999999994,0.4902034949693623,-0.8660254037844386,0.5000000000000001,1.1335784048754634,48.57633437499737,1.0,100.67812090526888,-0.18529137913391,-10.67812090526887,1.0,17.650037105625604,113.2525377267372,19.55016918178248,-5.927489093051257
2019.0,8.0,2.0,21.0,0.07,82.33,26.72,8.8,-1.82,-0.54,4.57,42.56,,,,1.9344000375931016,0.0016446981978806,-210.16,0.1684070575852422,-0.7071067811865477,0.7071067811865474,1.8984203960134856,73.47420361007437,2.0,111.9020119277946,-0.3730203630972372,-21.90201192779459,1.0,17.650037105625604,128.2525377267372,20.55016918178248,-5.927489093051257
2019.0,8.0,2.0,22.0,0.05,125.71,26.34,8.43,-0.99,-0.51,4.36,132.07,,,,0.9518365121790552,0.0003785842463523,89.50999999999999,3.103075585630037,-0.5000000000000004,0.8660254037844384,1.113642671596235,62.74467162505693,1.0,121.6980704642467,-0.5254429982196269,-31.698070464246697,1.0,17.650037105625604,143.2525377267372,21.55016918178248,-5.927489093051257
2019.0,8.0,2.0,23.0,0.02,169.08,24.54,8.07,-0.15,-0.48,4.15,312.44,,,,0.5411581706626212,6.401208548173895e-05,180.37,2.365697238606507,-0.2588190451025215,0.965925826289068,0.5028916384272063,17.35402463626133,0.0,129.21054627284718,-0.6321719338078033,-39.210546272847154,1.0,17.650037105625604,158.2525377267372,22.55016918178248,-5.927489093051257
2019.0,8.0,9.0,0.0,33.58,46.67,12.16,10.21,-1.4,1.72,2.9,310.67,,,,0.1502232265000595,0.1080886210814656,-1.7699999999999818,0.994331729830592,0.0,1.0,2.217746604100657,140.85601358542897,3.0,135.29913221983335,-0.7107888204418212,-45.29913221983335,1.0,15.66609761580737,173.44530133975485,23.56302008931699,-5.156434640980597
2019.0,8.0,9.0,1.0,37.58,45.81,11.62,10.14,-1.49,1.52,3.11,129.53,,,,0.3536605136994233,0.2901235997560429,-181.14,0.4169362444515259,0.2588190451025207,0.9659258262890684,2.128497122384712,135.5710353731148,3.0,135.00329041706237,-0.7071473881811173,-45.00329041706237,1.0,15.66609761580737,-171.55469866024515,0.5630200893169899,-5.156434640980597
2019.0,8.0,9.0,2.0,41.59,44.95,9.5,10.07,-1.58,1.32,3.32,117.25,,,,0.3833656002933877,0.3547091282803558,-12.28,0.9051887193027152,0.4999999999999999,0.8660254037844387,2.0588346218188582,129.8768344628719,3.0,130.27905431057243,-0.6465109266869095,-40.279054310572434,1.0,15.66609761580737,-156.55469866024515,1.56302008931699,-5.156434640980597
2019.0,8.0,9.0,3.0,45.59,44.09,6.63,10.0,-1.67,1.11,3.52,72.04,,,,0.6120126039338709,0.6328340805929956,-45.21,0.6144084058984571,0.7071067811865476,0.7071067811865476,2.005243127403757,123.61082030194548,3.0,122.20917074087724,-0.5330117106035375,-32.20917074087721,1.0,15.66609761580737,-141.55469866024515,2.56302008931699,-5.156434640980597
2019.0,8.0,9.0,4.0,30.4,77.99,5.99,9.67,-1.92,1.04,3.41,65.58,,,,1.1892163888931244,0.4635488937344657,-6.460000000000008,0.9103149595369302,0.8660254037844386,0.5000000000000001,2.1835750502329887,118.44292862436332,3.0,111.9862777720066,-0.3743845239407599,-21.986277772006588,1.0,15.66609761580737,-126.55469866024517,3.56302008931699,-5.156434640980597
2019.0,8.0,9.0,5.0,15.2,111.89,6.91,9.34,-2.18,0.96,3.29,71.21,,,,1.5712460153627952,0.2134501692154302,5.629999999999996,1.0858327869352402,0.9659258262890684,0.2588190451025207,2.382015952927268,113.76710770458158,3.0,100.45362059897109,-0.1814395473258245,-10.45362059897107,1.0,15.66609761580737,-111.55469866024517,4.56302008931699,-5.156434640980597
2019.0,8.0,9.0,6.0,0.0,145.78,7.18,9.0,-2.44,0.88,3.18,142.62,,,,1.0221496133108028,0.0,71.41000000000001,2.002780469309517,1.0,6.123233995736766e-17,2.593838853899756,109.8321298502184,2.0,88.12756506427806,0.0326743379416105,1.872434935721941,0.0,15.66609761580737,-96.55469866024517,5.56302008931699,-5.156434640980597
2019.0,8.0,9.0,7.0,1.95,125.04,6.56,8.78,-2.42,1.02,3.29,56.2,,,,2.22487144356862,0.0346968915143858,-86.42,0.3940513669095014,0.9659258262890684,-0.2588190451025206,2.6261759270848555,112.85481996177674,3.0,75.32323771716496,0.2533656244204951,14.676762282835044,0.0,15.66609761580737,-81.55469866024515,6.56302008931699,-5.156434640980597
2019.0,8.0,9.0,8.0,3.89,104.3,9.46,8.56,-2.4,1.17,3.41,187.72,,,,0.5556117855754018,0.0207222420507029,131.51999999999998,3.340154089784879,0.8660254037844387,-0.4999999999999998,2.67,115.98923358383296,3.0,62.25129189608291,0.4655945656468885,27.74870810391709,0.0,15.66609761580737,-66.55469866024515,7.56302008931699,-5.156434640980597
2019.0,8.0,9.0,9.0,5.84,83.56,7.49,8.34,-2.38,1.31,3.53,29.87,,,,2.7973619898898594,0.1955073482642027,-157.85,0.1591191182659372,0.7071067811865476,-0.7071067811865475,2.7167075661542963,118.82927327128344,3.0,49.08807543249248,0.6548981100011197,40.911924567507526,0.0,15.66609761580737,-51.554698660245165,8.56302008931699,-5.156434640980597
2019.0,8.0,9.0,10.0,3.89,86.43,8.88,7.91,-2.8,0.48,3.54,14.41,,,,5.997501908264521,0.2699326903060162,-15.46,0.4824076863847878,0.4999999999999999,-0.8660254037844387,2.8408449447303523,99.72757855140162,2.0,36.06248103514959,0.8083755337743471,53.93751896485041,0.0,15.66609761580737,-36.554698660245165,9.56302008931699,-5.156434640980597
2019.0,8.0,9.0,11.0,1.95,89.29,9.28,7.48,-3.22,-0.36,3.56,97.12,,,,0.9193686226459776,0.0200780469723334,82.71000000000001,6.73929637082784,0.258819045102521,-0.9659258262890682,3.240061727807049,83.62075183238687,2.0,23.71353662012852,0.9155676041698598,66.28646337987148,0.0,15.66609761580737,-21.55469866024516,10.56302008931699,-5.156434640980597
2019.0,8.0,9.0,12.0,0.0,92.16,11.43,7.05,-3.64,-1.19,3.57,480.81,,,,0.1916761471763333,0.0,383.69,4.950628597316749,1.2246467991473532e-16,-1.0,3.82958222264518,71.89623696549336,2.0,14.26431984345821,0.9691693587334756,75.73568015654179,0.0,15.66609761580737,-6.554698660245162,11.56302008931699,-5.156434640980597
2019.0,8.0,9.0,13.0,5.57,88.26,10.54,7.59,-2.16,-0.81,3.2,393.26,,,,0.224431103007926,0.0141636216151614,-87.55000000000001,0.8179097400017886,-0.2588190451025208,-0.9659258262890684,2.3068810112357334,69.44395478041656,2.0,15.087833410851845,0.9655279264727716,74.91216658914816,0.0,15.66609761580737,8.445301339754838,12.56302008931699,-5.156434640980597
2019.0,8.0,9.0,14.0,11.14,84.37,8.96,8.13,-0.68,-0.42,2.83,119.69,,,,0.7048984468339308,0.0930729962988027,-273.57,0.3043525800931188,-0.4999999999999997,-0.8660254037844388,0.7992496481075234,58.29857033049427,1.0,25.19133081708401,0.904891464978564,64.80866918291599,0.0,15.66609761580737,23.44530133975484,13.56302008931699,-5.156434640980597
2019.0,8.0,9.0,15.0,16.72,80.47,6.52,8.67,0.8,-0.04,2.45,16.33,,,,4.927438613679505,1.0238197293490907,-103.36,0.1364346525636848,-0.7071067811865471,-0.7071067811865479,0.8009993757800316,272.8624052261117,6.0,37.68418968250058,0.791392248895192,52.31581031749942,0.0,15.66609761580737,38.44530133975484,14.56302008931699,-5.156434640980597
2019.0,8.0,9.0,16.0,17.8,70.58,8.18,9.38,0.05,0.1,3.03,35.58,,,,1.9836429555099635,0.5002669964306794,19.25,2.1786785867368805,-0.8660254037844385,-0.5000000000000004,0.1118033988749895,206.565051177078,5.0,50.7455802846736,0.6327650622324145,39.2544197153264,0.0,15.66609761580737,53.44530133975484,15.56302008931699,-5.156434640980597
2019.0,8.0,9.0,17.0,18.89,60.68,12.45,10.09,-0.7,0.25,3.61,52.09,,,,1.1648845289973315,0.3626346201839089,16.510000000000005,1.4639835867457354,-0.9659258262890684,-0.2588190451025206,0.7433034373659253,109.65382405805332,2.0,63.90759754250831,0.4398200856174792,26.0924024574917,0.0,15.66609761580737,68.44530133975483,16.56302008931699,-5.156434640980597
2019.0,8.0,9.0,18.0,19.98,50.79,13.14,10.8,-1.45,0.39,4.19,87.55,,,,0.580119016344759,0.2282098434055579,35.459999999999994,1.6807125991054117,-1.0,-1.8369701987210292e-16,1.5015325504297268,105.05431655960484,2.0,76.95559125181927,0.2257062003500441,13.044408748180729,0.0,15.66609761580737,83.44530133975483,17.56302008931699,-5.156434640980597
2019.0,8.0,9.0,19.0,13.85,67.37,7.56,10.3,-0.47,-0.25,4.06,34.87,,,,1.931977861260073,0.3971781709730149,-52.68,0.3982821441217118,-0.9659258262890684,0.2588190451025203,0.5323532661682466,61.99082329198615,1.0,89.71266539617207,0.0050149138711595,0.2873346038279294,0.0,15.66609761580737,98.44530133975483,18.56302008931699,-5.156434640980597
2019.0,8.0,9.0,20.0,7.72,83.96,9.53,9.8,0.51,-0.88,3.93,147.31,,,,0.5699506486277331,0.0524061339614828,112.44,4.224427174442948,-0.8660254037844386,0.5000000000000001,1.017103731189695,329.905758523555,7.0,101.95913689748232,-0.2072140273552339,-11.95913689748231,1.0,15.66609761580737,113.44530133975483,19.56302008931699,-5.156434640980597
2019.0,8.0,9.0,21.0,1.6,100.55,9.16,9.3,1.49,-1.52,3.81,118.36,,,,0.8495196897626751,0.0135179662219819,-28.950000000000003,0.8034702092851178,-0.7071067811865477,0.7071067811865474,2.128497122384712,315.5710353731148,7.0,113.36065478633844,-0.3965175717094655,-23.36065478633843,1.0,15.66609761580737,128.44530133975485,20.56302008931699,-5.156434640980597
2019.0,8.0,9.0,22.0,5.43,85.59,7.22,9.69,1.72,-1.6,4.23,13.15,,,,6.508250323169341,0.4128963576914303,-105.21,0.1111007848869137,-0.5000000000000004,0.8660254037844384,2.349127497604164,312.9299693469589,7.0,123.36666963914358,-0.5499949954826927,-33.36666963914358,1.0,15.66609761580737,143.44530133975485,21.56302008931699,-5.156434640980597
2019.0,8.0,9.0,23.0,9.27,70.64,9.33,10.08,1.96,-1.67,4.66,13.46,,,,5.247752767253547,0.6886561176732783,0.3100000000000005,1.0234963120675236,-0.2588190451025215,0.965925826289068,2.574975728040946,310.4323522295642,7.0,131.08569365091785,-0.6571870658782054,-41.08569365091785,1.0,15.66609761580737,158.44530133975485,22.56302008931699,-5.156434640980597
