year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,O3_target,NO2_target,NO2_satellite_filled,HCHO_satellite_filled
2019.0,11.0,5.0,0.0,22.38,46.97,17.26,8.78,2.23,-0.31,3.42,2.20567709828534,12.53,61.1,0.22760657455307443,0.5020266089108911
2019.0,11.0,5.0,1.0,21.96,51.82,17.84,8.84,2.15,-0.55,3.38,1.9617214419352842,11.27,64.62,0.2511086372863598,0.492605198019802
2019.0,11.0,5.0,2.0,21.55,56.67,18.6,8.9,2.08,-0.79,3.34,1.7603396604759451,10.4,83.07,0.27461070001964505,0.4834081064356436
2019.0,11.0,5.0,3.0,21.13,61.52,18.4,8.96,2.01,-1.03,3.3,1.5899577433972014,14.88,83.2,0.29811276275293036,0.4739866955445544
2019.0,11.0,5.0,4.0,14.09,91.92,18.58,8.23,2.06,-1.09,3.33,0.7095833056681642,36.52,75.22,0.4454246611223889,0.3160659034653465
2019.0,11.0,5.0,5.0,7.04,122.31,17.6,7.49,2.11,-1.15,3.36,0.26644839274612186,70.72,60.17,0.5926881016305415,0.15792079207920792
2019.0,11.0,5.0,6.0,0.0,152.71,17.17,6.76,2.16,-1.21,3.39,0.0,97.95,41.6,0.74,0.0
2019.0,11.0,5.0,7.0,21.55,107.9,17.91,6.68,1.68,-0.08,3.35,0.9245453990655402,100.62,30.7,0.522860323488966,0.4834081064356436
2019.0,11.0,5.0,8.0,43.1,63.09,15.85,6.6,1.21,1.05,3.31,3.1624171361284454,98.82,24.95,0.305720646977932,0.9668162128712872
2019.0,11.0,5.0,9.0,64.64,18.28,15.07,6.52,0.73,2.18,3.27,16.36920426991543,98.08,25.33,0.08858097046689804,1.45
2019.0,11.0,5.0,10.0,61.91,20.14,15.07,6.51,-0.06,2.11,3.7,14.229962306311332,98.1,27.4,0.09759413266976621,1.3887608292079205
2019.0,11.0,5.0,11.0,59.17,22.0,14.9,6.51,-0.85,2.04,4.13,12.450342546395689,95.05,32.58,0.10660729487263439,1.327297339108911
2019.0,11.0,5.0,12.0,56.44,23.87,15.39,6.5,-1.64,1.97,4.56,10.945535099110232,43.07,83.35,0.11566891493680834,1.2660581683168315
2019.0,11.0,5.0,13.0,37.64,39.31,14.99,6.6,-0.98,1.74,4.63,4.432502434710149,5.25,127.65,0.1904878527928754,0.8443378712871287
2019.0,11.0,5.0,14.0,18.84,54.75,13.64,6.7,-0.32,1.5,4.69,1.5929391525324321,5.65,131.3,0.2653067906489424,0.4226175742574257
2019.0,11.0,5.0,15.0,0.05,70.19,12.27,6.79,0.34,1.26,4.76,0.0032975939208813665,5.35,129.35,0.34012572850500944,0.0011215965346534653
2019.0,11.0,5.0,16.0,0.05,71.24,11.47,6.86,-0.55,0.58,4.42,0.0032489909784764615,5.57,127.45,0.34521380394211243,0.0011215965346534653
2019.0,11.0,5.0,17.0,0.05,72.29,11.68,6.93,-1.44,-0.11,4.09,0.0032017999350762633,5.7,126.23,0.35030187937921553,0.0011215965346534653
2019.0,11.0,5.0,18.0,0.05,73.35,12.58,7.01,-2.33,-0.79,3.75,0.0031555298882980655,6.47,121.25,0.3554384126776242,0.0011215965346534653
2019.0,11.0,5.0,19.0,6.68,69.05,12.52,6.96,-0.79,-0.57,4.59,0.4478320705600317,5.8,107.98,0.33460153231615475,0.14984529702970295
2019.0,11.0,5.0,20.0,13.31,64.75,11.78,6.92,0.76,-0.34,5.43,0.9515698969426056,6.85,100.12,0.31376465195468534,0.29856899752475247
2019.0,11.0,5.0,21.0,19.94,60.46,11.52,6.88,2.31,-0.12,6.27,1.5267200989397494,6.17,94.9,0.2929762294545216,0.447292698019802
2019.0,11.0,5.0,22.0,13.35,90.63,9.44,7.14,2.44,-0.47,5.49,0.6818858801818277,5.82,86.78,0.439173597013948,0.2994662747524752
2019.0,11.0,5.0,23.0,6.76,120.81,12.27,7.39,2.58,-0.83,4.7,0.2590277084666902,5.85,75.25,0.5854194224346801,0.1516398514851485
2024.0,1.0,12.0,0.0,0.0,148.17,16.84,11.83,0.01,-2.5,1.54,0.0,9.02,44.85,1.7599326516867686,0.0
2024.0,1.0,12.0,1.0,0.0,153.22,17.68,11.15,0.44,-2.03,1.75,0.0,7.5,51.25,1.8199155084797647,0.0
2024.0,1.0,12.0,2.0,0.0,158.28,20.96,10.46,0.87,-1.55,1.96,0.0,7.7,50.28,1.8800171432070039,0.0
2024.0,1.0,12.0,3.0,0.0,163.33,23.1,9.78,1.3,-1.08,2.17,0.0,8.68,53.92,1.94,0.0
2024.0,1.0,12.0,4.0,0.0,152.43,21.61,9.65,1.46,-1.07,2.01,0.0,9.9,56.75,1.810532051674524,0.0
2024.0,1.0,12.0,5.0,0.01,141.53,22.56,9.53,1.62,-1.05,1.85,0.034318921912241174,13.78,73.38,1.6810641033490477,0.057692307692307696
2024.0,1.0,12.0,6.0,0.01,130.63,23.01,9.41,1.78,-1.03,1.69,0.037182553917472966,22.25,77.27,1.5515961550235717,0.057692307692307696
2024.0,1.0,12.0,7.0,0.05,126.38,25.66,9.24,1.84,-0.97,1.82,0.19216478154136307,40.7,68.67,1.5011155329700605,0.2884615384615385
2024.0,1.0,12.0,8.0,0.09,122.12,23.29,9.07,1.9,-0.91,1.94,0.3579627674758879,53.12,62.23,1.4505161329823055,0.5192307692307692
2024.0,1.0,12.0,9.0,0.13,117.87,24.74,8.91,1.95,-0.85,2.07,0.5357006976933351,57.32,58.88,1.4000355109287943,0.75
2024.0,1.0,12.0,10.0,0.09,123.71,24.71,9.13,1.35,-1.31,2.09,0.353362001165269,55.58,57.4,1.469401824527031,0.5192307692307692
2024.0,1.0,12.0,11.0,0.05,129.55,22.42,9.35,0.74,-1.76,2.11,0.1874626406113274,47.65,53.25,1.538768138125268,0.2884615384615385
2024.0,1.0,12.0,12.0,0.0,135.39,24.21,9.57,0.14,-2.22,2.13,0.0,35.25,60.77,1.6081344517235043,0.0
2024.0,1.0,12.0,13.0,0.0,132.96,23.03,10.02,0.48,-1.62,1.87,0.0,13.32,95.33,1.5792714137023205,0.0
2024.0,1.0,12.0,14.0,0.0,130.53,21.58,10.48,0.83,-1.02,1.62,0.0,12.93,108.2,1.5504083756811362,0.0
2024.0,1.0,12.0,15.0,0.01,128.09,22.07,10.93,1.18,-0.43,1.36,0.03791987679162693,11.43,101.25,1.5214265597257086,0.057692307692307696
2024.0,1.0,12.0,16.0,0.0,136.43,20.77,10.81,1.33,-0.17,1.58,0.0,13.35,94.45,1.6204873568848344,0.0
2024.0,1.0,12.0,17.0,0.0,144.76,20.59,10.7,1.48,0.08,1.8,0.0,16.3,89.25,1.7194293761097161,0.0
2024.0,1.0,12.0,18.0,0.0,153.09,23.52,10.58,1.63,0.34,2.02,0.0,17.73,83.83,1.8183713953345984,0.0
2024.0,1.0,12.0,19.0,0.0,149.88,22.25,10.68,1.73,0.11,2.0,0.0,18.95,79.05,1.780243678442417,0.0
2024.0,1.0,12.0,20.0,0.0,146.67,22.52,10.78,1.83,-0.13,1.99,0.0,17.5,77.3,1.7421159615502355,0.0
2024.0,1.0,12.0,21.0,0.01,143.47,20.27,10.87,1.92,-0.36,1.98,0.033854861770680235,12.33,66.9,1.7041070225922976,0.057692307692307696
2024.0,1.0,12.0,22.0,0.01,138.3,20.83,10.68,2.0,-0.4,1.9,0.03512044120202092,12.23,57.45,1.6426988305883792,0.057692307692307696
2024.0,1.0,12.0,23.0,0.01,133.13,19.77,10.5,2.08,-0.44,1.82,0.03648431621903022,16.02,46.15,1.5812906385844607,0.057692307692307696
2020.0,12.0,4.0,0.0,153.83,35.54,33.89,6.65,-0.29,1.7,-1.5,3.8754778166611525,4.75,39.62,0.5243683309181927,2.03217783423309
2020.0,12.0,4.0,1.0,142.42,45.6,32.76,6.76,-0.93,1.71,-2.23,2.7964546289509093,7.25,43.28,0.6727967329732579,1.8814455382661162
2020.0,12.0,4.0,2.0,131.01,55.66,32.22,6.88,-1.57,1.72,-2.95,2.1074771928887106,6.17,40.85,0.8212251350283231,1.7307132422991427
2020.0,12.0,4.0,3.0,119.59,65.72,28.92,7.0,-2.22,1.73,-3.68,1.629292092981877,6.25,64.67,0.9696535370833883,1.5798488409018738
2020.0,12.0,4.0,4.0,113.21,61.8,27.9,7.29,-1.54,1.68,-3.48,1.6402043299599622,6.5,162.88,0.9118166249505995,1.495565576373452
2020.0,12.0,4.0,5.0,106.82,57.89,27.53,7.59,-0.85,1.64,-3.29,1.6521545197934278,15.8,106.0,0.8541272559610066,1.411150206414735
2020.0,12.0,4.0,6.0,100.43,53.97,27.95,7.88,-0.17,1.6,-3.09,1.6661445749519626,74.92,38.6,0.7962903438282177,1.3267348364560179
2020.0,12.0,4.0,7.0,105.25,47.78,28.69,7.93,0.73,0.73,-2.86,1.972320995492523,120.55,35.8,0.7049611381899619,1.3904096538583677
2020.0,12.0,4.0,8.0,110.07,41.59,28.85,7.99,1.64,-0.13,-2.62,2.3696362495577805,171.4,39.92,0.6136319325517061,1.454084471260718
2020.0,12.0,4.0,9.0,114.88,35.39,28.82,8.04,2.54,-1.0,-2.38,2.906467713821493,175.05,51.2,0.5221551837702543,1.5176271832327726
2020.0,12.0,4.0,10.0,129.07,37.02,28.84,8.13,1.68,-1.12,-2.36,3.1216954715469067,128.38,73.57,0.5462047161111845,1.7050847888218483
2020.0,12.0,4.0,11.0,143.26,38.65,29.31,8.22,0.82,-1.24,-2.33,3.3187694779091954,41.0,131.62,0.5702542484521144,1.8925423944109243
2020.0,12.0,4.0,12.0,157.45,40.28,28.99,8.31,-0.04,-1.36,-2.3,3.4998936019293505,3.42,155.3,0.5943037807930446,2.08
2020.0,12.0,4.0,13.0,156.82,41.14,29.04,8.27,0.44,-1.12,-2.68,3.4130197461094456,2.4,154.93,0.606992491107891,2.071677357891394
2020.0,12.0,4.0,14.0,156.2,42.0,28.89,8.23,0.92,-0.88,-3.05,3.3299167644193273,2.15,135.68,0.6196812014227375,2.0634868212130835
2020.0,12.0,4.0,15.0,155.57,42.85,30.01,8.19,1.4,-0.64,-3.43,3.2506983004630117,2.08,130.2,0.6322223685943882,2.0551641791044775
2020.0,12.0,4.0,16.0,140.01,53.87,29.99,8.31,1.24,-0.58,-3.29,2.327092887561237,2.72,128.75,0.7948149123962588,1.8496081295649414
2020.0,12.0,4.0,17.0,124.44,64.89,29.46,8.44,1.08,-0.53,-3.14,1.7170536577217868,2.9,115.05,0.9574074561981295,1.6439199745951096
2020.0,12.0,4.0,18.0,108.88,75.91,28.88,8.57,0.92,-0.47,-3.0,1.2842535045139045,3.25,106.28,1.12,1.4383639250555733
2020.0,12.0,4.0,19.0,108.54,62.51,28.4,8.06,0.17,-0.08,-2.64,1.5546833843970984,3.23,95.52,0.9222921881175077,1.4338723404255322
2020.0,12.0,4.0,20.0,108.21,49.12,27.71,7.56,-0.57,0.31,-2.28,1.9724712310894859,7.4,88.28,0.7247319193782111,1.4295128612257861
2020.0,12.0,4.0,21.0,107.88,35.73,28.49,7.06,-1.32,0.69,-1.91,2.703395336791729,4.25,78.6,0.5271716506389145,1.42515338202604
2020.0,12.0,4.0,22.0,120.04,35.15,27.74,6.99,-0.55,0.16,-1.97,3.0577522621793993,4.95,68.67,0.5186141483335529,1.585793585265164
2020.0,12.0,4.0,23.0,132.2,34.56,27.38,6.91,0.21,-0.38,-2.03,3.4249904122581953,4.47,66.72,0.5099091028849955,1.746433788504287
2019.0,9.0,29.0,0.0,20.75,52.33,28.07,9.82,-0.82,0.14,4.57,1.178645879631641,6.72,19.4,0.3322638262520768,0.39162138976265376
2019.0,9.0,29.0,1.0,22.14,51.68,24.85,9.35,-0.84,0.03,4.45,1.2734183024619343,5.2,24.52,0.3281367196771896,0.4178553045467544
2019.0,9.0,29.0,2.0,23.54,51.03,24.59,8.89,-0.86,-0.08,4.32,1.371187565322221,5.8,21.58,0.3240096131023023,0.4442779525307407
2019.0,9.0,29.0,3.0,24.94,50.37,23.17,8.42,-0.89,-0.19,4.19,1.4717717896675224,7.43,20.15,0.3198190125801091,0.470700600514727
2019.0,9.0,29.0,4.0,24.09,51.22,25.22,7.81,-0.06,-0.06,4.36,1.3980194122648544,8.35,22.12,0.3252159981011155,0.4546582785244495
2019.0,9.0,29.0,5.0,23.23,52.07,25.54,7.19,0.76,0.08,4.52,1.3261040704783458,10.23,23.65,0.33061298362212194,0.4384272233342866
2019.0,9.0,29.0,6.0,22.38,52.92,26.38,6.58,1.58,0.21,4.69,1.257060623591463,14.68,22.85,0.33600996914312836,0.4223849013440092
2019.0,9.0,29.0,7.0,23.4,49.25,25.08,6.95,0.49,0.18,5.45,1.4122955756279574,24.38,19.5,0.3127076904818418,0.44163568773234196
2019.0,9.0,29.0,8.0,24.42,45.58,25.11,7.33,-0.59,0.15,6.2,1.592528872288144,40.2,17.5,0.28940541182055535,0.4608864741206749
2019.0,9.0,29.0,9.0,25.45,41.91,26.91,7.7,-1.67,0.13,6.96,1.8050369719675836,42.6,20.43,0.26610313315926887,0.4803259937088934
2019.0,9.0,29.0,10.0,19.84,56.02,27.29,8.96,-1.89,0.9,5.47,1.0527240369416218,38.9,23.75,0.3556930928079753,0.37444666857306264
2019.0,9.0,29.0,11.0,14.24,70.14,27.72,10.22,-2.11,1.67,3.98,0.6034762788826493,29.88,34.15,0.4453465464039876,0.26875607663711754
2019.0,9.0,29.0,12.0,8.64,84.26,29.35,11.47,-2.33,2.44,2.49,0.3047952985068645,13.43,45.2,0.5349999999999999,0.16306548470117246
2019.0,9.0,29.0,13.0,29.07,61.04,29.48,10.44,-2.4,1.46,3.06,1.4156193254861658,5.48,49.45,0.387567054355566,0.5486474120674865
2019.0,9.0,29.0,14.0,49.51,37.82,30.06,9.42,-2.47,0.48,3.63,3.8912342675889433,5.4,43.33,0.24013410871113217,0.934418072633686
2019.0,9.0,29.0,15.0,69.94,14.61,30.49,8.39,-2.54,-0.51,4.21,14.22955727417529,5.03,40.38,0.09276465701400426,1.32
2019.0,9.0,29.0,16.0,61.18,19.93,29.96,8.6,-2.28,-0.36,4.92,9.124690655238277,6.57,33.17,0.12654343698077378,1.1546697169002003
2019.0,9.0,29.0,17.0,52.41,25.26,30.0,8.82,-2.01,-0.21,5.64,6.167324352535454,5.5,33.75,0.16038571089484926,0.9891507006005148
2019.0,9.0,29.0,18.0,43.65,30.59,29.28,9.03,-1.74,-0.07,6.36,4.241512459243003,6.28,28.0,0.19422798480892473,0.823820417500715
2019.0,9.0,29.0,19.0,41.25,33.09,29.4,8.52,-2.04,-0.07,4.88,3.7054688073728896,6.05,25.93,0.21010147163541418,0.7785244495281671
2019.0,9.0,29.0,20.0,38.86,35.58,29.25,8.0,-2.34,-0.07,3.4,3.2464807234610875,7.75,25.0,0.22591146451459762,0.7334172147555047
2019.0,9.0,29.0,21.0,36.46,38.07,29.24,7.49,-2.63,-0.07,1.91,2.8467528460328593,5.78,25.6,0.2417214573937811,0.6881212467829568
2019.0,9.0,29.0,22.0,35.82,43.61,29.97,7.26,-2.12,0.27,2.52,2.441492929080434,5.55,24.52,0.2768971042012817,0.6760423219902775
2019.0,9.0,29.0,23.0,35.18,49.15,28.04,7.04,-1.61,0.61,3.12,2.127591707546786,7.68,21.9,0.3120727510087823,0.663963397197598
2023.0,4.0,10.0,0.0,20.84,74.22,13.2,22.17,-0.1,1.59,0.69,2.928634978583316,4.07,36.65,0.3149541699671834,0.9223857988165681
2023.0,4.0,10.0,1.0,14.04,78.4,13.42,21.99,-0.31,1.59,1.34,1.867839372056515,3.25,31.75,0.33269209007581757,0.6214153846153846
2023.0,4.0,10.0,2.0,7.24,82.59,10.49,21.81,-0.53,1.59,1.98,0.9143228650927216,4.1,39.55,0.35047244540002265,0.32044497041420117
2023.0,4.0,10.0,3.0,0.44,86.77,9.65,21.63,-0.75,1.58,2.62,0.052889755523625806,8.25,41.0,0.3682103655086567,0.019474556213017753
2023.0,4.0,10.0,4.0,0.96,116.76,8.41,21.91,-0.82,1.84,2.22,0.08575621950453162,18.9,48.42,0.4954735770057712,0.042489940828402364
2023.0,4.0,10.0,5.0,1.47,146.75,8.7,22.19,-0.89,2.1,1.82,0.10447868681390683,45.98,24.7,0.6227367885028856,0.06506272189349112
2023.0,4.0,10.0,6.0,1.98,176.74,9.14,22.47,-0.97,2.36,1.42,0.11684733727810652,56.15,18.7,0.75,0.08763550295857989
2023.0,4.0,10.0,7.0,1.92,175.67,8.49,22.35,-1.36,1.92,1.35,0.11399665497067356,62.62,15.45,0.7454594319339142,0.08497988165680473
2023.0,4.0,10.0,8.0,1.85,174.61,10.34,22.23,-1.74,1.48,1.27,0.11050733271228178,73.83,10.15,0.7409612990833994,0.08188165680473374
2023.0,4.0,10.0,9.0,1.79,173.54,10.13,22.11,-2.13,1.04,1.2,0.10758257089464796,64.88,8.88,0.7364207310173134,0.07922603550295859
2023.0,4.0,10.0,10.0,8.34,139.79,8.04,22.14,-1.9,1.15,0.52,0.6222693729520739,63.28,9.02,0.5932018784655426,0.36913136094674553
2023.0,4.0,10.0,11.0,14.89,106.03,9.17,22.16,-1.67,1.26,-0.16,1.4647193429867365,63.6,9.9,0.4499405906982007,0.6590366863905326
2023.0,4.0,10.0,12.0,21.44,72.28,9.16,22.19,-1.44,1.38,-0.85,3.093820534432718,56.78,11.35,0.3067217381464298,0.9489420118343196
2023.0,4.0,10.0,13.0,21.84,67.28,9.05,21.83,-1.54,0.9,-0.6,3.385751907070338,35.15,34.95,0.2855041303609822,0.9666461538461539
2023.0,4.0,10.0,14.0,22.24,62.28,9.36,21.48,-1.65,0.43,-0.36,3.724557295866856,3.88,63.65,0.26428652257553464,0.9843502958579881
2023.0,4.0,10.0,15.0,22.64,57.28,9.46,21.12,-1.76,-0.05,-0.12,4.1225116701376265,2.35,64.78,0.24306891479008713,1.0020544378698226
2023.0,4.0,10.0,16.0,29.18,53.84,15.31,21.3,-1.59,0.05,0.1,5.652866340182469,2.5,64.63,0.2284712006336992,1.2915171597633137
2023.0,4.0,10.0,17.0,35.72,50.4,17.49,21.48,-1.42,0.15,0.33,7.392126568360415,2.28,61.28,0.2138734864773113,1.5809798816568048
2023.0,4.0,10.0,18.0,42.25,46.97,15.06,21.66,-1.25,0.25,0.56,9.381982825917252,2.3,54.57,0.1993182075364943,1.87
2023.0,4.0,10.0,19.0,34.65,50.46,12.63,21.6,-1.04,0.88,0.72,7.162167495725714,2.65,52.17,0.21412809777073666,1.5336213017751479
2023.0,4.0,10.0,20.0,27.04,53.96,11.94,21.54,-0.84,1.52,0.89,5.2266476896466525,3.0,49.88,0.22898042322054996,1.1968
2023.0,4.0,10.0,21.0,19.44,57.46,13.38,21.49,-0.63,2.15,1.06,3.5287356044956413,2.12,49.3,0.24383274867036323,0.860421301775148
2023.0,4.0,10.0,22.0,12.99,72.81,11.94,21.69,-1.15,2.11,1.32,1.8608295778345032,3.2,47.1,0.30897080457168724,0.5749420118343196
2023.0,4.0,10.0,23.0,6.54,88.16,17.51,21.89,-1.66,2.07,1.58,0.7737392841417972,2.4,44.25,0.3741088604730112,0.28946272189349115
2023.0,1.0,10.0,0.0,0.06,113.41,16.06,17.64,-3.73,1.82,2.58,0.002028275609829599,7.6,44.9,1.5901839740271961,0.0032253313696612666
2023.0,1.0,10.0,1.0,9.1,93.16,18.79,17.09,-2.47,1.2,2.45,0.3744889269157096,9.32,38.92,1.3062475885757305,0.4891752577319587
2023.0,1.0,10.0,2.0,18.13,72.92,18.01,16.54,-1.21,0.59,2.32,0.9531872234851771,8.1,38.9,1.0224514186232532,0.9745876288659793
2023.0,1.0,10.0,3.0,27.16,52.67,15.12,15.99,0.05,-0.03,2.2,1.9769401223013239,9.22,40.7,0.7385150331717876,1.46
2023.0,1.0,10.0,4.0,23.93,55.79,12.86,16.19,-0.79,-0.33,2.25,1.6444224814108985,10.48,46.55,0.7822622688561615,1.2863696612665685
2023.0,1.0,10.0,5.0,20.7,58.91,13.42,16.39,-1.64,-0.63,2.31,1.3471265359738127,15.53,48.45,0.8260095045405353,1.1127393225331368
