year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,O3_target,NO2_target,NO2_satellite_filled,HCHO_satellite_filled
2022.0,7.0,24.0,0.0,58.23,57.51,14.41,8.09,1.87,-1.27,1.51,2.665395105740815,5.3,3.4,0.3161738214995906,0.8427281563883788
2022.0,7.0,24.0,1.0,55.06,54.31,13.53,8.31,1.78,-1.19,1.49,2.668791081697834,6.5,2.8,0.29858112059890046,0.796850631817691
2022.0,7.0,24.0,2.0,51.89,51.1,13.64,8.53,1.69,-1.12,1.47,2.673135318255664,5.03,3.02,0.2809334425078957,0.7509731072470031
2022.0,7.0,24.0,3.0,48.73,47.89,13.52,8.74,1.61,-1.04,1.45,2.6786116153697535,4.47,1.95,0.26328576441689083,0.7052403067285883
2022.0,7.0,24.0,4.0,49.84,57.87,11.16,8.66,1.7,-0.93,1.2,2.26716289249309,8.22,1.4,0.31815300035091826,0.7213046765309429
2022.0,7.0,24.0,5.0,50.95,67.85,10.07,8.58,1.79,-0.82,0.95,1.9767534696697533,15.62,2.02,0.37302023628494557,0.7373690463332974
2022.0,7.0,24.0,6.0,52.06,77.83,9.31,8.5,1.88,-0.7,0.7,1.7608213959348629,13.9,1.98,0.427887472218973,0.7534334161356518
2022.0,7.0,24.0,7.0,55.49,72.03,7.33,8.38,1.67,-0.98,0.86,2.0279604615374596,12.75,2.05,0.39600070183647207,0.8030737660654499
2022.0,7.0,24.0,8.0,58.92,66.23,9.13,8.26,1.46,-1.26,1.02,2.3418881902985964,12.45,3.75,0.36411393145397125,0.8527141159952479
2022.0,7.0,24.0,9.0,62.34,60.43,11.54,8.14,1.24,-1.54,1.18,2.715641126279512,9.83,3.05,0.3322271610714704,0.9022097418727726
2022.0,7.0,24.0,10.0,68.76,56.65,13.07,7.94,1.37,-1.29,1.19,3.195171157635741,17.07,1.68,0.31144578313253013,0.9951225834323363
2022.0,7.0,24.0,11.0,75.18,52.86,12.59,7.75,1.49,-1.04,1.21,3.7439784127706885,15.35,2.23,0.2906094280032752,1.0880354249919
2022.0,7.0,24.0,12.0,81.6,49.08,12.9,7.56,1.62,-0.8,1.23,4.376669757906528,13.15,7.65,0.26982805006433497,1.1809482665514635
2022.0,7.0,24.0,13.0,81.5,46.54,14.65,7.47,1.57,-0.64,0.76,4.6098776945567765,12.3,8.7,0.25586384372441223,1.1795010260287289
2022.0,7.0,24.0,14.0,81.39,43.99,13.59,7.38,1.52,-0.48,0.28,4.870519202317672,9.5,7.5,0.2418446601941748,1.1779090614537207
2022.0,7.0,24.0,15.0,81.29,41.45,11.28,7.3,1.47,-0.32,-0.19,5.162627162764161,7.1,7.75,0.22788045385425199,1.1764618209309863
2022.0,7.0,24.0,16.0,81.3,40.64,9.67,7.26,1.19,-0.85,0.18,5.266171758806901,5.93,17.0,0.22342730143876477,1.1766065449832595
2022.0,7.0,24.0,17.0,81.31,39.83,9.29,7.22,0.91,-1.38,0.55,5.373927809672369,3.8,14.72,0.21897414902327758,1.176751269035533
2022.0,7.0,24.0,18.0,81.33,39.02,8.86,7.19,0.63,-1.91,0.92,5.486832225062185,4.12,10.82,0.2145209966077904,1.1770407171400799
2022.0,7.0,24.0,19.0,77.86,53.67,9.3,7.13,0.74,-1.33,0.83,3.8189236649458103,8.15,5.9,0.29506258041876243,1.1268214710011881
2022.0,7.0,24.0,20.0,74.38,68.31,13.18,7.07,0.85,-0.76,0.75,2.866355561294376,11.0,3.67,0.3755491870394198,1.0764575008100228
2022.0,7.0,24.0,21.0,70.91,82.96,13.56,7.02,0.96,-0.19,0.67,2.2500745909804003,17.17,1.9,0.45609077085039185,1.0262382546711308
2022.0,7.0,24.0,22.0,81.75,84.22,12.73,7.1,0.86,-0.07,0.54,2.555234118239401,14.55,1.68,0.4630178968300386,1.1831191273355655
2022.0,7.0,24.0,23.0,92.59,85.49,17.2,7.19,0.75,0.06,0.41,2.8510638297872344,10.05,3.75,0.47,1.34
2019.0,11.0,5.0,0.0,4.22,89.01,17.21,8.76,2.23,0.15,-0.12,0.14621548267958187,13.15,48.33,0.7122781991510682,0.10414610069101678
2019.0,11.0,5.0,1.0,11.65,78.45,17.04,8.83,2.28,-0.25,-0.14,0.45798651394481554,14.35,44.03,0.6277746851297752,0.28751233958538996
2019.0,11.0,5.0,2.0,19.08,67.89,18.1,8.9,2.32,-0.65,-0.15,0.866746854096803,11.95,63.02,0.5432711711084823,0.470878578479763
2019.0,11.0,5.0,3.0,26.51,57.33,18.03,8.97,2.36,-1.06,-0.16,1.4260918512173935,21.0,65.2,0.4587676570871894,0.6542448173741363
2019.0,11.0,5.0,4.0,17.67,86.12,18.68,8.26,2.39,-1.03,-0.14,0.6327792664544469,43.85,46.33,0.6891517639691044,0.43608094768015804
2019.0,11.0,5.0,5.0,8.84,114.92,17.9,7.54,2.41,-1.0,-0.11,0.23723368781096582,64.13,36.08,0.919615893118085,0.2181638696939783
2019.0,11.0,5.0,6.0,0.0,143.71,16.53,6.83,2.44,-0.97,-0.09,0.0,75.38,31.15,1.15,0.0
2019.0,11.0,5.0,7.0,23.64,102.07,17.43,6.7,1.73,0.01,-0.18,0.7142809536403061,82.65,26.68,0.8167872799387653,0.583415597235933
2019.0,11.0,5.0,8.0,47.27,60.43,15.42,6.57,1.03,0.98,-0.28,2.4124188895700254,83.38,25.8,0.48357455987753106,1.1665844027640673
2019.0,11.0,5.0,9.0,70.91,18.79,14.87,6.45,0.33,1.96,-0.37,11.63859129509221,77.83,25.35,0.1503618398162967,1.75
2019.0,11.0,5.0,10.0,67.06,20.52,14.87,6.46,-0.32,1.97,0.21,10.07873218127894,78.65,31.88,0.16420569201864862,1.6549851924975323
2019.0,11.0,5.0,11.0,63.21,22.24,14.59,6.46,-0.97,1.98,0.8,8.765379419285296,59.27,56.52,0.17796952195393498,1.5599703849950641
2019.0,11.0,5.0,12.0,59.36,23.96,16.08,6.47,-1.61,1.99,1.38,7.640588155674712,43.38,57.3,0.19173335188922133,1.4649555774925962
2019.0,11.0,5.0,13.0,40.72,35.86,14.87,6.6,-1.03,1.68,1.12,3.5020085047298624,7.28,89.85,0.28695984969730703,1.0049358341559722
2019.0,11.0,5.0,14.0,22.08,47.77,13.67,6.72,-0.45,1.36,0.85,1.4254879160406035,5.9,86.8,0.38226636977245837,0.5449160908193484
2019.0,11.0,5.0,15.0,3.44,59.67,12.35,6.84,0.13,1.05,0.59,0.1777960536099613,6.4,86.78,0.4774928675805441,0.08489634748272458
2019.0,11.0,5.0,16.0,5.34,59.57,10.79,6.96,-0.4,0.12,0.32,0.2764606783252853,7.3,85.12,0.4766926449098879,0.13178677196446198
2019.0,11.0,5.0,17.0,7.24,59.47,11.87,7.07,-0.93,-0.8,0.06,0.37545711613869354,7.53,81.12,0.4758924222392317,0.17867719644619942
2019.0,11.0,5.0,18.0,9.14,59.37,12.55,7.19,-1.45,-1.73,-0.2,0.474787043720717,8.05,73.7,0.4750921995685755,0.22556762092793686
2019.0,11.0,5.0,19.0,6.11,80.13,12.5,7.19,-0.22,-1.32,0.82,0.23516126073661575,8.0,63.85,0.641218425996799,0.1507897334649556
2019.0,11.0,5.0,20.0,3.08,100.9,11.56,7.2,1.02,-0.9,1.84,0.09414109871111072,8.7,61.98,0.8074246746920881,0.07601184600197433
2019.0,11.0,5.0,21.0,0.06,121.67,11.4,7.21,2.26,-0.49,2.86,0.001520853756000274,8.23,52.9,0.9736309233873772,0.0014807502467917078
2019.0,11.0,5.0,22.0,2.75,123.38,9.49,7.32,2.3,-0.55,2.09,0.06873970124203298,7.55,50.6,0.987314731055598,0.06786771964461995
2019.0,11.0,5.0,23.0,5.44,125.1,12.29,7.43,2.34,-0.61,1.31,0.13411004318138697,6.6,47.03,1.001078560990884,0.1342546890424482
2023.0,8.0,23.0,0.0,37.4,44.51,10.82,19.43,-1.34,0.95,0.28,4.45741483308318,4.38,7.1,0.1906209850107066,0.8496768060836501
2023.0,8.0,23.0,1.0,42.47,40.46,12.56,19.3,-1.05,0.34,-0.03,5.568335940392708,4.12,8.12,0.1732762312633833,0.9648602661596958
2023.0,8.0,23.0,2.0,47.54,36.4,10.68,19.17,-0.75,-0.26,-0.34,6.928302474616639,3.6,11.97,0.1558886509635974,1.0800437262357414
2023.0,8.0,23.0,3.0,52.6,32.35,10.86,19.04,-0.46,-0.87,-0.65,8.625425038639877,3.42,13.5,0.13854389721627408,1.195
2023.0,8.0,23.0,4.0,35.07,48.0,10.3,19.38,0.35,-0.68,-0.97,3.8758197778041827,3.5,14.15,0.20556745182012848,0.7967423954372624
2023.0,8.0,23.0,5.0,17.54,63.64,9.92,19.72,1.17,-0.49,-1.3,1.462071003601532,3.25,15.12,0.27254817987152036,0.39848479087452465
2023.0,8.0,23.0,6.0,0.01,79.29,9.92,20.06,1.98,-0.3,-1.63,0.0006690377576274609,3.35,14.55,0.3395717344753747,0.00022718631178707225
2023.0,8.0,23.0,7.0,1.62,75.82,11.7,19.71,2.02,0.06,-0.88,0.11334445549946695,3.57,14.67,0.3247109207708779,0.036804182509505706
2023.0,8.0,23.0,8.0,3.24,72.35,11.7,19.37,2.06,0.41,-0.14,0.23756120569369962,3.62,19.2,0.3098501070663811,0.07360836501901141
2023.0,8.0,23.0,9.0,4.85,68.88,10.43,19.03,2.1,0.77,0.6,0.37352325557645866,3.35,21.18,0.2949892933618843,0.11018536121673005
2023.0,8.0,23.0,10.0,5.99,65.48,9.75,19.4,1.5,0.79,0.35,0.48527419483149875,3.55,19.38,0.2804282655246253,0.13608460076045628
2023.0,8.0,23.0,11.0,7.14,62.08,9.61,19.77,0.91,0.81,0.11,0.6101204045558778,3.43,19.7,0.26586723768736614,0.16221102661596956
2023.0,8.0,23.0,12.0,8.28,58.68,10.44,20.14,0.31,0.83,-0.14,0.7485301150015163,3.58,21.65,0.25130620985010704,0.1881102661596958
2023.0,8.0,23.0,13.0,5.91,66.48,12.39,20.32,-0.01,0.43,0.2,0.47159100853111147,3.45,26.48,0.28471092077087795,0.1342671102661597
2023.0,8.0,23.0,14.0,3.54,74.28,11.55,20.51,-0.32,0.03,0.53,0.25281358839536355,3.5,21.98,0.3181156316916488,0.08042395437262358
2023.0,8.0,23.0,15.0,1.16,82.08,11.32,20.69,-0.64,-0.37,0.86,0.07497037574396491,3.35,18.12,0.35152034261241966,0.02635361216730038
2023.0,8.0,23.0,16.0,0.87,88.97,11.07,20.69,-0.22,-0.38,-0.02,0.05187339924467213,3.55,16.62,0.3810278372591006,0.019765209125475285
2023.0,8.0,23.0,17.0,0.57,95.85,10.95,20.69,0.21,-0.39,-0.9,0.03154654373218611,3.33,16.2,0.410492505353319,0.012949619771863118
2023.0,8.0,23.0,18.0,0.28,102.74,10.59,20.69,0.63,-0.41,-1.78,0.014457310750086421,3.33,15.25,0.43999999999999995,0.006361216730038024
2023.0,8.0,23.0,19.0,15.35,84.02,9.26,20.66,0.91,-0.2,-1.58,0.9691583651095206,3.33,14.75,0.3598286937901498,0.3487309885931559
2023.0,8.0,23.0,20.0,30.43,65.29,9.19,20.63,1.18,0.01,-1.38,2.472431851284151,3.2,14.33,0.27961456102783727,0.6913279467680609
2023.0,8.0,23.0,21.0,45.51,46.57,8.61,20.6,1.45,0.21,-1.18,5.1840555143693905,3.67,12.8,0.19944325481798714,1.0339249049429657
2023.0,8.0,23.0,22.0,39.28,48.62,7.09,19.66,1.2,0.42,-0.72,4.28573753466395,3.3,12.47,0.20822269807280513,0.8923878326996199
2023.0,8.0,23.0,23.0,33.05,50.66,6.2,18.71,0.95,0.63,-0.26,3.4607906152100267,3.35,11.23,0.21695931477516056,0.7508507604562737
2024.0,1.0,12.0,0.0,2.59,124.28,16.95,12.35,-0.49,-2.29,-0.47,0.11237435330686689,4.32,39.08,2.0548996599773317,0.2309180204004533
2024.0,1.0,12.0,1.0,1.82,132.85,17.71,11.53,-0.06,-2.35,-0.43,0.07387177173064785,4.5,41.58,2.196599773318221,0.16226671703815643
2024.0,1.0,12.0,2.0,1.05,141.42,20.99,10.71,0.38,-2.42,-0.39,0.04003567472674099,4.38,39.15,2.3382998866591103,0.09361541367585946
2024.0,1.0,12.0,3.0,0.28,149.99,23.29,9.9,0.81,-2.48,-0.35,0.010066173513533278,4.67,42.72,2.48,0.024964110313562528
2024.0,1.0,12.0,4.0,0.51,142.48,21.88,9.92,1.15,-2.0,-0.53,0.019301228651148448,4.58,45.22,2.3558263884258945,0.04547034378541745
2024.0,1.0,12.0,5.0,0.74,134.98,22.41,9.95,1.49,-1.53,-0.72,0.02956180731320496,5.35,56.27,2.23181812120808,0.06597657725727238
2024.0,1.0,12.0,6.0,0.97,127.47,22.45,9.97,1.82,-1.05,-0.9,0.041032921032848356,5.83,64.42,2.1076445096339755,0.08648281072912732
2024.0,1.0,12.0,7.0,5.38,116.79,23.64,9.82,1.86,-0.93,-0.8,0.2483964033517524,7.82,67.12,1.9310567371158076,0.47966754816773705
2024.0,1.0,12.0,8.0,9.79,106.12,23.58,9.67,1.9,-0.81,-0.69,0.49745538494953967,10.32,61.4,1.75463430895393,0.8728522856063468
2024.0,1.0,12.0,9.0,14.2,95.44,26.6,9.53,1.94,-0.69,-0.59,0.8022811709371241,11.33,49.85,1.5780465364357623,1.2660370230449565
2024.0,1.0,12.0,10.0,9.6,103.56,25.48,9.67,1.18,-1.24,-0.53,0.49985941575727727,12.05,40.67,1.7123061537435829,0.8559123536078579
2024.0,1.0,12.0,11.0,5.01,111.68,22.33,9.82,0.41,-1.79,-0.46,0.24189729201184595,11.18,38.02,1.8465657710514034,0.4466792595391008
2024.0,1.0,12.0,12.0,0.42,119.8,23.65,9.96,-0.36,-2.34,-0.4,0.018904324273307883,8.3,50.35,1.9808253883592237,0.03744616547034379
2024.0,1.0,12.0,13.0,9.1,108.0,22.67,10.35,0.17,-2.31,-0.73,0.45434559603780394,4.6,82.3,1.785719047936529,0.811333585190782
2024.0,1.0,12.0,14.0,17.79,96.2,21.54,10.75,0.7,-2.29,-1.06,0.997170821524929,4.67,89.23,1.5906127075138343,1.5861125802795617
2024.0,1.0,12.0,15.0,26.47,84.4,22.32,11.14,1.23,-2.26,-1.39,1.6911424094175198,4.45,78.18,1.3955063670911396,2.36
2024.0,1.0,12.0,16.0,22.94,98.52,21.03,11.08,1.43,-1.65,-1.19,1.2555606504793804,4.2,78.42,1.6289725981732115,2.045273894975444
2024.0,1.0,12.0,17.0,19.41,112.63,21.0,11.01,1.64,-1.04,-0.99,0.9292661920946321,4.53,72.42,1.862273484898993,1.7305477899508876
2024.0,1.0,12.0,18.0,15.87,126.74,24.09,10.95,1.84,-0.44,-0.78,0.6751991858255756,4.35,63.0,2.0955743716247746,1.41493010955799
2024.0,1.0,12.0,19.0,18.43,116.92,21.89,11.05,1.9,-0.59,-0.79,0.8499731648741569,4.45,57.57,1.933206213747583,1.643173403853419
2024.0,1.0,12.0,20.0,20.99,107.1,22.5,11.16,1.96,-0.75,-0.8,1.0567971994644199,4.1,46.25,1.7708380558703913,1.8714166981488476
2024.0,1.0,12.0,21.0,23.55,97.28,20.7,11.26,2.02,-0.9,-0.81,1.3053772377486879,4.73,45.0,1.6084698979931995,2.0996599924442765
2024.0,1.0,12.0,22.0,21.4,100.48,20.97,11.19,2.06,-0.88,-0.9,1.1484255152876877,4.38,42.08,1.6613800920061337,1.90797128825085
2024.0,1.0,12.0,23.0,19.25,103.68,19.76,11.13,2.1,-0.86,-0.99,1.001162170756379,4.35,47.48,1.7142902860190679,1.7162825840574236
2020.0,12.0,13.0,0.0,99.43,51.72,41.32,6.17,1.19,0.01,-1.78,2.623779606733488,12.85,38.7,0.5037008180755747,1.3215999343616676
2020.0,12.0,13.0,1.0,106.92,56.64,39.81,6.02,0.86,0.18,-1.92,2.576345683167106,13.45,43.88,0.5516166731593299,1.42115523465704
2020.0,12.0,13.0,2.0,114.4,61.56,41.36,5.88,0.54,0.36,-2.07,2.536272088162646,13.73,45.9,0.5995325282430852,1.5205776173285201
2020.0,12.0,13.0,3.0,121.88,66.47,39.51,5.73,0.21,0.53,-2.21,2.5025063938618928,15.38,46.98,0.6473509933774835,1.62
2020.0,12.0,13.0,4.0,101.11,69.99,37.78,5.92,0.04,0.8,-2.25,1.971635121769236,16.75,45.38,0.6816322555512271,1.3439300951755826
2020.0,12.0,13.0,5.0,80.33,73.5,38.2,6.11,-0.14,1.07,-2.29,1.4916222634508352,31.55,41.52,0.7158161277756135,1.0677272727272729
2020.0,12.0,13.0,6.0,59.56,77.01,37.9,6.3,-0.31,1.34,-2.33,1.0555431572038072,44.23,37.1,0.75,0.7916573679028553
2020.0,12.0,13.0,7.0,62.4,66.37,37.83,7.43,0.05,0.59,-2.42,1.283161146854075,48.88,37.58,0.6463770938839112,0.8294059730882836
2020.0,12.0,13.0,8.0,65.24,55.73,39.17,8.55,0.42,-0.16,-2.51,1.5976930216605914,59.0,32.38,0.5427541877678222,0.8671545782737119
2020.0,12.0,13.0,9.0,68.09,45.1,41.31,9.68,0.79,-0.9,-2.61,2.060512347210772,58.32,34.83,0.43922867160109075,0.9050361010830327
2020.0,12.0,13.0,10.0,64.15,43.51,41.37,9.94,0.3,-0.63,-2.31,2.0122225258659316,55.9,35.65,0.4237436696532917,0.8526665572694455
2020.0,12.0,13.0,11.0,60.22,41.93,41.36,10.2,-0.19,-0.36,-2.01,1.9601274820717578,53.83,33.58,0.40835605765484995,0.8004299310797506
2020.0,12.0,13.0,12.0,56.29,40.35,41.48,10.46,-0.68,-0.09,-1.72,1.9039526281564052,46.23,38.42,0.3929684456564082,0.7481933048900559
2020.0,12.0,13.0,13.0,48.46,47.52,43.55,10.58,-0.12,-0.28,-1.84,1.3917954321687502,32.2,44.85,0.46279703934553956,0.6441188053823433
2020.0,12.0,13.0,14.0,40.63,54.7,42.29,10.71,0.44,-0.47,-1.96,1.0137431321244443,22.82,50.77,0.5327230229840281,0.5400443058746309
2020.0,12.0,13.0,15.0,32.79,61.87,42.6,10.83,1.0,-0.66,-2.08,0.7233187608878925,16.88,52.23,0.6025516166731593,0.43583688874302595
2020.0,12.0,13.0,16.0,40.08,55.55,38.16,10.98,1.23,-0.55,-2.4,0.9847184579304668,16.95,48.45,0.5410011686793922,0.5327338365605514
2020.0,12.0,13.0,17.0,47.36,49.23,40.08,11.13,1.45,-0.45,-2.71,1.3129563469087888,15.38,45.12,0.47945072068562516,0.6294978667541845
2020.0,12.0,13.0,18.0,54.65,42.91,39.24,11.28,1.67,-0.34,-3.03,1.7382013414174595,11.25,43.1,0.41790027269185814,0.72639481457171
2020.0,12.0,13.0,19.0,62.17,38.64,40.26,10.61,2.24,-0.49,-2.78,2.1958980781422315,10.32,43.48,0.37631476431632255,0.8263488677387595
2020.0,12.0,13.0,20.0,69.7,34.38,36.9,9.94,2.81,-0.64,-2.53,2.766911922636118,13.1,41.9,0.33482664589014416,0.9264358385297015
2020.0,12.0,13.0,21.0,77.23,30.11,39.12,9.27,3.38,-0.79,-2.28,3.5006098326484114,18.05,33.0,0.29324113751460845,1.0265228093206433
2020.0,12.0,13.0,22.0,77.23,36.48,38.11,8.71,3.47,-0.85,-1.84,2.8893465477259777,24.57,28.28,0.3552785352551616,1.0265228093206433
2020.0,12.0,13.0,23.0,77.24,42.85,39.49,8.16,3.55,-0.91,-1.39,2.460140257705133,29.93,26.92,0.4173159329957148,1.0266557269445358
2019.0,9.0,29.0,0.0,27.03,43.54,27.71,10.26,-1.19,-0.41,2.46,0.917149208990549,34.25,11.1,0.6757548012505582,0.6197679814385151
2019.0,9.0,29.0,1.0,31.18,41.19,24.16,9.68,-1.05,-0.07,1.78,1.1183215498048884,19.2,10.6,0.6392820455560517,0.714922887948683
2019.0,9.0,29.0,2.0,35.34,38.83,24.05,9.1,-0.92,0.27,1.09,1.3445641560320374,23.45,12.9,0.602654086645824,0.8103070833902006
