year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,O3_target,NO2_target,NO2_satellite_filled,HCHO_satellite_filled
2024.0,5.0,23.0,1.0,35.41,14.45,10.43,15.86,2.98,0.7,-0.72,15.594484686231024,32.48,22.62,0.10641918789808917,1.6595523959978935
2024.0,5.0,23.0,2.0,36.7,14.57,10.19,15.6,2.98,0.88,-0.59,16.029480999571465,27.45,24.3,0.1073029458598726,1.7200105318588734
2024.0,5.0,23.0,3.0,37.98,14.69,8.04,15.33,2.97,1.05,-0.47,16.45303847073759,25.4,23.9,0.10818670382165604,1.78
2024.0,5.0,23.0,4.0,31.84,21.11,8.96,15.91,2.67,0.94,-0.41,9.598376345952236,32.8,23.23,0.15546775477707006,1.4922380200105319
2024.0,5.0,23.0,5.0,25.7,27.54,7.64,16.49,2.36,0.82,-0.35,5.938573500035158,37.33,23.48,0.20282245222929934,1.204476040021064
2024.0,5.0,23.0,6.0,19.56,33.96,9.06,17.07,2.06,0.71,-0.3,3.6653387431944875,54.8,21.12,0.25010350318471336,0.9167140600315957
2024.0,5.0,23.0,7.0,20.42,31.97,6.84,16.48,2.19,1.01,-0.55,4.064677093651237,51.7,19.88,0.23544785031847132,0.9570194839389154
2024.0,5.0,23.0,8.0,21.29,29.98,8.07,15.89,2.32,1.31,-0.81,4.519152339076523,64.2,18.83,0.22079219745222928,0.9977935755660875
2024.0,5.0,23.0,9.0,22.15,27.99,7.35,15.3,2.44,1.61,-1.07,5.035977495200406,72.0,17.05,0.20613654458598724,1.038098999473407
2024.0,5.0,23.0,10.0,19.95,31.76,7.57,15.88,2.29,1.27,-0.59,3.9973792599528277,76.83,16.43,0.2339012738853503,0.9349921011058453
2024.0,5.0,23.0,11.0,17.76,35.53,6.42,16.46,2.14,0.94,-0.12,3.180978271260431,83.28,16.23,0.2616660031847134,0.832353870458136
2024.0,5.0,23.0,12.0,15.56,39.3,5.39,17.03,1.99,0.61,0.35,2.5195906662423795,90.8,18.12,0.2894307324840764,0.729246972090574
2024.0,5.0,23.0,13.0,10.58,48.97,6.86,17.26,1.89,0.65,0.54,1.374891769788733,85.45,22.38,0.36064689490445856,0.4958504476040022
2024.0,5.0,23.0,14.0,5.6,58.63,6.82,17.49,1.78,0.69,0.72,0.6078285306120238,74.67,26.9,0.4317894108280255,0.2624539231174302
2024.0,5.0,23.0,15.0,0.62,68.3,8.47,17.72,1.68,0.73,0.91,0.057767548067521005,50.97,33.25,0.5030055732484077,0.029057398630858346
2024.0,5.0,23.0,16.0,3.95,76.29,8.4,17.9,1.23,0.75,0.54,0.329490144892709,49.2,33.58,0.5618491242038216,0.18512374934175885
2024.0,5.0,23.0,17.0,7.28,84.28,11.04,18.09,0.78,0.77,0.17,0.5496924866482896,39.3,49.62,0.6206926751592357,0.3411901000526593
2024.0,5.0,23.0,18.0,10.61,92.27,12.29,18.28,0.33,0.79,-0.21,0.7317585606976367,19.15,45.17,0.6795362261146496,0.4972564507635598
2024.0,5.0,23.0,19.0,7.79,95.0,10.29,18.3,0.47,0.67,-0.37,0.5218273059789648,24.55,31.5,0.6996417197452229,0.3650921537651396
2024.0,5.0,23.0,20.0,4.96,97.74,9.77,18.32,0.62,0.55,-0.52,0.3229403341937127,29.15,27.07,0.7198208598726114,0.23245918904686677
2024.0,5.0,23.0,21.0,2.14,100.48,5.95,18.34,0.77,0.43,-0.68,0.13553363790330616,57.27,26.75,0.74,0.10029489204844656
2024.0,5.0,23.0,22.0,5.96,83.39,7.35,17.65,1.23,0.49,-0.58,0.45482594913039087,35.23,21.03,0.6141381369426752,0.2793259610321222
2024.0,5.0,23.0,23.0,9.78,66.3,6.96,16.96,1.68,0.56,-0.48,0.9387247640941538,30.5,21.92,0.4882762738853503,0.45835703001579786
2022.0,7.0,24.0,0.0,58.23,57.51,14.41,8.09,1.87,-1.27,1.51,3.3863336492670606,16.07,11.27,0.3027196163293953,1.0251096230694456
2022.0,7.0,24.0,1.0,55.06,54.31,13.53,8.31,1.78,-1.19,1.49,3.390648171954743,15.45,16.9,0.2858755409989473,0.9693033804946538
2022.0,7.0,24.0,2.0,51.89,51.1,13.64,8.53,1.69,-1.12,1.47,3.396167441651184,17.95,22.57,0.26897882793309164,0.9134971379198618
2022.0,7.0,24.0,3.0,48.73,47.89,13.52,8.74,1.61,-1.04,1.45,3.403124972694474,27.85,19.62,0.2520821148672359,0.8578669402743274
2022.0,7.0,24.0,4.0,49.84,57.87,11.16,8.66,1.7,-0.93,1.2,2.8803872171458638,40.38,13.68,0.30461457480407067,0.8774079274219677
2022.0,7.0,24.0,5.0,50.95,67.85,10.07,8.58,1.79,-0.82,0.95,2.511427583936978,44.15,12.8,0.35714703474090537,0.8969489145696079
2022.0,7.0,24.0,6.0,52.06,77.83,9.31,8.5,1.88,-0.7,0.7,2.237090002364342,48.68,10.95,0.4096794946777401,0.916489901717248
2022.0,7.0,24.0,7.0,55.49,72.03,7.33,8.38,1.67,-0.98,0.86,2.576485090520477,47.8,12.88,0.3791496081413031,0.9768733124527487
2022.0,7.0,24.0,8.0,58.92,66.23,9.13,8.26,1.46,-1.26,1.02,2.975324282898432,51.33,11.95,0.3486197216048661,1.0372567231882492
2022.0,7.0,24.0,9.0,62.34,60.43,11.54,8.14,1.24,-1.54,1.18,3.4501702601040356,48.97,10.9,0.3180898350684291,1.0974640889944918
2022.0,7.0,24.0,10.0,68.76,56.65,13.07,7.94,1.37,-1.29,1.19,4.059404019676187,52.35,10.82,0.2981927710843374,1.2104849335781402
2022.0,7.0,24.0,11.0,75.18,52.86,12.59,7.75,1.49,-1.04,1.21,4.75665317085178,47.7,13.97,0.278243069364838,1.3235057781617885
2022.0,7.0,24.0,12.0,81.6,49.08,12.9,7.56,1.62,-0.8,1.23,5.560475458594013,41.88,18.02,0.2583460053807463,1.4365266227454367
2022.0,7.0,24.0,13.0,81.5,46.54,14.65,7.47,1.57,-0.64,0.76,5.856761694527274,38.35,18.8,0.24497602058720322,1.4347661734528565
2022.0,7.0,24.0,14.0,81.39,43.99,13.59,7.38,1.52,-0.48,0.28,6.187901759362467,18.73,40.85,0.23155339805825248,1.4328296792310182
2022.0,7.0,24.0,15.0,81.29,41.45,11.28,7.3,1.47,-0.32,-0.19,6.55901935222823,12.6,44.38,0.21818341326470936,1.4310692299384382
2022.0,7.0,24.0,16.0,81.3,40.64,9.67,7.26,1.19,-0.85,0.18,6.690570786769429,10.68,44.45,0.2139197566966897,1.431245274867696
2022.0,7.0,24.0,17.0,81.31,39.83,9.29,7.22,0.91,-1.38,0.55,6.827472794344944,11.55,25.67,0.20965610012867003,1.431421319796954
2022.0,7.0,24.0,18.0,81.33,39.02,8.86,7.19,0.63,-1.91,0.92,6.970915700862585,15.55,24.92,0.2053924435606504,1.4317734096554702
2022.0,7.0,24.0,19.0,77.86,53.67,9.3,7.13,0.74,-1.33,0.83,4.851869684436127,11.45,24.58,0.2825067259328577,1.3706858192029376
2022.0,7.0,24.0,20.0,74.38,68.31,13.18,7.07,0.85,-0.76,0.75,3.641650075468691,9.8,17.95,0.3595683705696573,1.3094221838211468
2022.0,7.0,24.0,21.0,70.91,82.96,13.56,7.02,0.96,-0.19,0.67,2.8586768559702884,27.63,14.5,0.4366826529418646,1.248334593368614
2022.0,7.0,24.0,22.0,81.75,84.22,12.73,7.1,0.86,-0.07,0.54,3.2463762155608697,18.0,20.65,0.44331500760322845,1.439167296684307
2022.0,7.0,24.0,23.0,92.59,85.49,17.2,7.19,0.75,0.06,0.41,3.622222222222222,17.7,18.35,0.45,1.63
2023.0,7.0,25.0,0.0,61.98,55.68,8.86,8.86,0.06,-0.44,0.54,4.601982257417802,21.8,17.2,0.32051405622489965,1.475
2023.0,7.0,25.0,1.0,45.99,62.1,7.73,8.37,-0.01,-0.03,0.72,3.061712477132289,21.1,16.1,0.3574698795180723,1.094469990319458
2023.0,7.0,25.0,2.0,30.01,68.52,6.89,7.88,-0.07,0.37,0.89,1.8106780454270668,7.57,14.0,0.394425702811245,0.7141779606324622
2023.0,7.0,25.0,3.0,14.02,74.94,6.59,7.39,-0.14,0.78,1.07,0.7734405178750263,3.55,14.22,0.43138152610441766,0.33364795095191996
2023.0,7.0,25.0,4.0,9.72,85.67,6.26,7.54,-0.69,0.89,0.81,0.46906182901418786,21.48,17.7,0.4931472556894244,0.23131655372700877
2023.0,7.0,25.0,5.0,5.43,96.41,8.65,7.69,-1.24,0.99,0.55,0.23284683621607785,18.2,16.0,0.5549705488621152,0.12922313649564376
2023.0,7.0,25.0,6.0,1.13,107.15,12.27,7.83,-1.79,1.1,0.29,0.04359923436008458,37.53,17.2,0.6167938420348059,0.026891739270732493
2023.0,7.0,25.0,7.0,2.48,97.38,12.07,7.06,-2.22,1.73,0.78,0.10528694035930765,29.27,16.73,0.5605542168674699,0.059019038399483706
2023.0,7.0,25.0,8.0,3.82,87.61,12.02,6.29,-2.65,2.37,1.27,0.18026120804520132,27.35,17.02,0.5043145917001339,0.09090835753468861
2023.0,7.0,25.0,9.0,5.17,77.85,12.95,5.51,-3.07,3.0,1.76,0.27455194254780224,22.6,17.73,0.44813253012048193,0.12303565666343982
2023.0,7.0,25.0,10.0,7.69,76.42,9.22,5.55,-2.16,2.59,1.43,0.4160177885757419,23.45,16.95,0.43990093708166,0.18300661503710877
2023.0,7.0,25.0,11.0,10.21,75.0,8.42,5.59,-1.25,2.17,1.1,0.5628038677142666,44.75,17.68,0.43172690763052207,0.24297757341077775
2023.0,7.0,25.0,12.0,12.72,73.58,7.86,5.62,-0.34,1.76,0.78,0.7146936483871457,17.6,18.75,0.4235528781793842,0.30271055179090034
2023.0,7.0,25.0,13.0,17.2,73.34,8.19,5.85,0.2,0.87,0.85,0.9695721580533952,12.52,18.93,0.4221713520749666,0.4093255888996451
2023.0,7.0,25.0,14.0,21.67,73.1,8.75,6.08,0.74,-0.03,0.93,1.22555873309289,11.07,18.95,0.42078982597054887,0.5157026460148436
2023.0,7.0,25.0,15.0,26.15,72.87,8.64,6.31,1.27,-0.92,1.01,1.483595537428298,9.85,19.98,0.4194658634538153,0.6223176831235883
2023.0,7.0,25.0,16.0,23.86,83.4,10.89,6.3,1.4,-0.98,0.85,1.1827609660847382,23.9,20.08,0.4800803212851406,0.5678202646014844
2023.0,7.0,25.0,17.0,21.57,93.94,10.33,6.28,1.53,-1.04,0.68,0.949275306903707,18.68,17.4,0.54075234270415,0.5133228460793805
2023.0,7.0,25.0,18.0,19.28,104.47,11.03,6.27,1.66,-1.1,0.52,0.7629709973159883,15.82,16.2,0.6013668005354753,0.4588254275572766
2023.0,7.0,25.0,19.0,19.24,103.44,11.5,6.42,1.97,-0.84,0.18,0.7689695636714896,9.58,15.17,0.5954377510040161,0.4578735075830913
2023.0,7.0,25.0,20.0,19.2,102.41,12.74,6.58,2.29,-0.58,-0.15,0.7750887925276484,9.95,13.75,0.589508701472557,0.4569215876089061
2023.0,7.0,25.0,21.0,19.17,101.37,12.05,6.74,2.6,-0.32,-0.48,0.7818172726170434,9.83,12.7,0.5835220883534137,0.45620764762826727
2023.0,7.0,25.0,22.0,13.6,106.71,7.79,6.77,2.25,-0.51,-0.48,0.5268977974287244,8.28,13.57,0.6142610441767068,0.3236527912229752
2023.0,7.0,25.0,23.0,8.03,112.05,7.39,6.8,1.9,-0.7,-0.48,0.2962758679343925,6.75,14.65,0.645,0.19109793481768314
2019.0,11.0,5.0,0.0,4.22,89.01,17.21,8.76,2.23,0.15,-0.12,0.12353716291703448,9.07,40.45,0.9104773502191914,0.11247778874629812
2019.0,11.0,5.0,1.0,11.65,78.45,17.04,8.83,2.28,-0.25,-0.14,0.38695187096561956,9.1,38.0,0.802459814905017,0.3105133267522211
2019.0,11.0,5.0,2.0,19.08,67.89,18.1,8.9,2.32,-0.65,-0.15,0.7323126481552579,10.55,41.15,0.6944422795908427,0.508548864758144
2019.0,11.0,5.0,3.0,26.51,57.33,18.03,8.97,2.36,-1.06,-0.16,1.2049020947020426,20.95,38.12,0.5864247442766682,0.7065844027640672
2019.0,11.0,5.0,4.0,17.67,86.12,18.68,8.26,2.39,-1.03,-0.14,0.5346339108411041,42.58,36.1,0.8809157330735509,0.47096742349457066
2019.0,11.0,5.0,5.0,8.84,114.92,17.9,7.54,2.41,-1.0,-0.11,0.2004382586811017,69.67,30.6,1.1755090112031175,0.23561697926949654
2019.0,11.0,5.0,6.0,0.0,143.71,16.53,6.83,2.44,-0.97,-0.09,0.0,83.7,23.48,1.47,0.0
2019.0,11.0,5.0,7.0,23.64,102.07,17.43,6.7,1.73,0.01,-0.18,0.6034945200144626,90.58,15.1,1.044067218704335,0.6300888450148076
2019.0,11.0,5.0,8.0,47.27,60.43,15.42,6.57,1.03,0.98,-0.28,2.038247796493858,91.2,12.88,0.6181344374086702,1.2599111549851927
2019.0,11.0,5.0,9.0,70.91,18.79,14.87,6.45,0.33,1.96,-0.37,9.833422032996275,91.35,13.07,0.19220165611300535,1.89
2019.0,11.0,5.0,10.0,67.06,20.52,14.87,6.46,-0.32,1.97,0.21,8.515500251121388,93.15,15.23,0.2098977106673161,1.7873840078973349
2019.0,11.0,5.0,11.0,63.21,22.24,14.59,6.46,-0.97,1.98,0.8,7.405851182824718,95.03,15.38,0.22749147588894297,1.6847680157946692
2019.0,11.0,5.0,12.0,59.36,23.96,16.08,6.47,-1.61,1.99,1.38,6.455517339692512,79.8,24.2,0.2450852411105699,1.582152023692004
2019.0,11.0,5.0,13.0,40.72,35.86,14.87,6.6,-1.03,1.68,1.12,2.9588398386901287,24.9,67.78,0.3668095470043838,1.08533070088845
2019.0,11.0,5.0,14.0,22.08,47.77,13.67,6.72,-0.45,1.36,0.85,1.2043918311036936,6.82,69.65,0.4886361422308816,0.5885093780848963
2019.0,11.0,5.0,15.0,3.44,59.67,12.35,6.84,0.13,1.05,0.59,0.15021952284596732,6.98,67.8,0.6103604481246956,0.09168805528134255
2019.0,11.0,5.0,16.0,5.34,59.57,10.79,6.96,-0.4,0.12,0.32,0.23358106291156763,8.38,80.35,0.6093375547978567,0.14232971372161896
2019.0,11.0,5.0,17.0,7.24,59.47,11.87,7.07,-0.93,-0.8,0.06,0.3172229511865696,8.78,71.85,0.608314661471018,0.19297137216189536
2019.0,11.0,5.0,18.0,9.14,59.37,12.55,7.19,-1.45,-1.73,-0.2,0.4011466042864833,8.95,68.3,0.6072917681441792,0.2436130306021718
2019.0,11.0,5.0,19.0,6.11,80.13,12.5,7.19,-0.22,-1.32,0.82,0.19868726927542638,8.45,72.6,0.8196444227959083,0.16285291214215206
2019.0,11.0,5.0,20.0,3.08,100.9,11.56,7.2,1.02,-0.9,1.84,0.07953962217632618,8.5,62.15,1.0320993667803215,0.08209279368213228
2019.0,11.0,5.0,21.0,0.06,121.67,11.4,7.21,2.26,-0.49,2.86,0.001284966234661456,8.3,55.6,1.2445543107647343,0.0015992102665350443
2019.0,11.0,5.0,22.0,2.75,123.38,9.49,7.32,2.3,-0.55,2.09,0.05807803329428909,8.23,50.25,1.2620457866536774,0.07329713721618954
2019.0,11.0,5.0,23.0,5.44,125.1,12.29,7.43,2.34,-0.61,1.31,0.11330930178998815,7.32,42.45,1.2796395518753043,0.14499506416584404
2024.0,1.0,12.0,0.0,2.59,124.28,16.95,12.35,-0.49,-2.29,-0.47,0.13748236791433957,3.95,39.62,2.270332688845923,0.312130714015867
2024.0,1.0,12.0,1.0,1.82,132.85,17.71,11.53,-0.06,-2.35,-0.43,0.0903770816088552,3.17,39.92,2.4268884592306152,0.21933509633547416
2024.0,1.0,12.0,2.0,1.05,141.42,20.99,10.71,0.38,-2.42,-0.39,0.04898092136245721,5.58,37.8,2.5834442296153077,0.12653947865508122
2024.0,1.0,12.0,3.0,0.28,149.99,23.29,9.9,0.81,-2.48,-0.35,0.012315277727988442,9.22,33.12,2.74,0.03374386097468833
2024.0,1.0,12.0,4.0,0.51,142.48,21.88,9.92,1.15,-2.0,-0.53,0.023613738727107137,7.0,36.45,2.6028081872124806,0.06146203248961088
2024.0,1.0,12.0,5.0,0.74,134.98,22.41,9.95,1.49,-1.53,-0.72,0.036166857914175905,9.68,49.28,2.465799053270218,0.08918020400453344
2024.0,1.0,12.0,6.0,0.97,127.47,22.45,9.97,1.82,-1.05,-0.9,0.05020098429962111,17.75,87.47,2.328607240482699,0.116898375519456
2024.0,1.0,12.0,7.0,5.38,116.79,23.64,9.82,1.86,-0.93,-0.8,0.30389608223994546,35.3,55.38,2.133506233748917,0.6483641858707971
2024.0,1.0,12.0,8.0,9.79,106.12,23.58,9.67,1.9,-0.81,-0.69,0.6086027838384259,63.67,53.9,1.9385879058603908,1.1798299962221381
2024.0,1.0,12.0,9.0,14.2,95.44,26.6,9.53,1.94,-0.69,-0.59,0.9815363725593492,93.05,45.2,1.7434868991266086,1.7112958065734794
2024.0,1.0,12.0,10.0,9.6,103.56,25.48,9.67,1.18,-1.24,-0.53,0.6115439518030081,100.55,35.55,1.891822121474765,1.1569323762750283
2024.0,1.0,12.0,11.0,5.01,111.68,22.33,9.82,0.41,-1.79,-0.46,0.29594486214340526,82.58,30.6,2.0401573438229215,0.6037740838685304
2024.0,1.0,12.0,12.0,0.42,119.8,23.65,9.96,-0.36,-2.34,-0.4,0.023128153252349574,64.03,34.55,2.188492566171078,0.05061579146203249
2024.0,1.0,12.0,13.0,9.1,108.0,22.67,10.35,0.17,-2.31,-0.73,0.5558608931359449,40.38,47.5,1.9729315287685847,1.0966754816773707
2024.0,1.0,12.0,14.0,17.79,96.2,21.54,10.75,0.7,-2.29,-1.06,1.219970586918226,13.32,59.85,1.7573704913660912,2.1439403097846617
2024.0,1.0,12.0,15.0,26.47,84.4,22.32,11.14,1.23,-2.26,-1.39,2.068997561144359,4.7,58.55,1.5418094539635978,3.19
2024.0,1.0,12.0,16.0,22.94,98.52,21.03,11.08,1.43,-1.65,-1.19,1.5360929447718166,4.82,59.65,1.7997519834655644,2.7645863241405366
2024.0,1.0,12.0,17.0,19.41,112.63,21.0,11.01,1.64,-1.04,-0.99,1.1368938975162461,5.72,63.15,2.0575118341222747,2.339172648281073
2024.0,1.0,12.0,18.0,15.87,126.74,24.09,10.95,1.84,-0.44,-0.78,0.8260602188085014,3.57,58.17,2.315271684778985,1.9125538345296562
2024.0,1.0,12.0,19.0,18.43,116.92,21.89,11.05,1.9,-0.59,-0.79,1.0398842790350782,4.9,51.72,2.135881058737249,2.221069134869664
2024.0,1.0,12.0,20.0,20.99,107.1,22.5,11.16,1.96,-0.75,-0.8,1.2929193994189843,4.2,42.38,1.956490432695513,2.5295844352096712
2024.0,1.0,12.0,21.0,23.55,97.28,20.7,11.26,2.02,-0.9,-0.81,1.5970401464922397,3.1,38.1,1.777099806653777,2.838099735549679
2024.0,1.0,12.0,22.0,21.4,100.48,20.97,11.19,2.06,-0.88,-0.9,1.4050204033997207,3.23,32.02,1.8355570371358092,2.5789950887797506
2024.0,1.0,12.0,23.0,19.25,103.68,19.76,11.13,2.1,-0.86,-0.99,1.2248537308684684,2.9,31.55,1.8940142676178413,2.3198904420098225
2020.0,12.0,13.0,0.0,99.43,51.72,41.32,6.17,1.19,0.01,-1.78,1.1194411902366916,27.0,22.7,0.3425165562913907,0.3834271414506072
2020.0,12.0,13.0,1.0,106.92,56.64,39.81,6.02,0.86,0.18,-1.92,1.0992034051275776,18.5,25.65,0.3750993377483443,0.4123104693140794
2020.0,12.0,13.0,2.0,114.4,61.56,41.36,5.88,0.54,0.36,-2.07,1.0821059199677228,19.25,27.05,0.40768211920529795,0.44115523465703976
2020.0,12.0,13.0,3.0,121.88,66.47,39.51,5.73,0.21,0.53,-2.21,1.0676997141567623,24.23,27.55,0.44019867549668873,0.47
2020.0,12.0,13.0,4.0,101.11,69.99,37.78,5.92,0.04,0.8,-2.25,0.8412023486125099,21.42,38.48,0.4635099337748344,0.3899056448966196
2020.0,12.0,13.0,5.0,80.33,73.5,38.2,6.11,-0.14,1.07,-2.29,0.6364038342609771,21.43,49.92,0.4867549668874172,0.30977272727272726
2020.0,12.0,13.0,6.0,59.56,77.01,37.9,6.3,-0.31,1.34,-2.33,0.45034974935166056,34.03,35.38,0.51,0.2296783721693469
2020.0,12.0,13.0,7.0,62.4,66.37,37.83,7.43,0.05,0.59,-2.42,0.5474634522707109,46.0,29.12,0.4395364238410596,0.24063012799474892
2020.0,12.0,13.0,8.0,65.24,55.73,39.17,8.55,0.42,-0.16,-2.51,0.6816591504906298,55.12,24.73,0.3690728476821192,0.25158188382015095
2020.0,12.0,13.0,9.0,68.09,45.1,41.31,9.68,0.79,-0.9,-2.61,0.8791220072522353,55.0,18.65,0.2986754966887417,0.26257220216606497
2020.0,12.0,13.0,10.0,64.15,43.51,41.37,9.94,0.3,-0.63,-2.31,0.8585190515223198,54.2,18.7,0.2881456953642384,0.24737856908434525
2020.0,12.0,13.0,11.0,60.22,41.93,41.36,10.2,-0.19,-0.36,-2.01,0.8362925894823221,54.65,21.35,0.277682119205298,0.2322234985231375
2020.0,12.0,13.0,12.0,56.29,40.35,41.48,10.46,-0.68,-0.09,-1.72,0.8123254677137892,47.1,25.17,0.2672185430463576,0.21706842796192977
2020.0,12.0,13.0,13.0,48.46,47.52,43.55,10.58,-0.12,-0.28,-1.84,0.59381250283162,30.28,33.9,0.3147019867549669,0.18687397440105022
2020.0,12.0,13.0,14.0,40.63,54.7,42.29,10.71,0.44,-0.47,-1.96,0.4325156791017508,22.6,40.6,0.3622516556291391,0.15667952084017067
2020.0,12.0,13.0,15.0,32.79,61.87,42.6,10.83,1.0,-0.66,-2.08,0.30860549892638833,17.8,40.8,0.4097350993377483,0.1264465047587791
2020.0,12.0,13.0,16.0,40.08,55.55,38.16,10.98,1.23,-0.55,-2.4,0.42013223967621577,16.62,37.83,0.3678807947019867,0.1545585822120118
2020.0,12.0,13.0,17.0,47.36,49.23,40.08,11.13,1.45,-0.45,-2.71,0.5601756382054563,14.6,35.55,0.32602649006622514,0.18263209714473252
2020.0,12.0,13.0,18.0,54.65,42.91,39.24,11.28,1.67,-0.34,-3.03,0.741607326131269,14.75,31.6,0.2841721854304635,0.2107441745979652
2020.0,12.0,13.0,19.0,62.17,38.64,40.26,10.61,2.24,-0.49,-2.78,0.9368846193961954,13.03,29.88,0.25589403973509933,0.23974319002297342
2020.0,12.0,13.0,20.0,69.7,34.38,36.9,9.94,2.81,-0.64,-2.53,1.1805088994544075,14.4,28.62,0.22768211920529802,0.2687807679684936
2020.0,12.0,13.0,21.0,77.23,30.11,39.12,9.27,3.38,-0.79,-2.28,1.4935426845903716,17.2,29.1,0.19940397350993375,0.2978183459140138
2020.0,12.0,13.0,22.0,77.23,36.48,38.11,8.71,3.47,-0.85,-1.84,1.232745894545397,18.57,27.6,0.24158940397350992,0.2978183459140138
2020.0,12.0,13.0,23.0,77.24,42.85,39.49,8.16,3.55,-0.91,-1.39,1.0496241114028795,19.77,25.35,0.28377483443708607,0.2978569084345257
2019.0,9.0,29.0,0.0,27.03,43.54,27.71,10.26,-1.19,-0.41,2.46,3.2094852588621263,2.72,9.6,0.29655426529700757,0.951786542923434
2019.0,9.0,29.0,1.0,31.18,41.19,24.16,9.68,-1.05,-0.07,1.78,3.9134706693113683,3.25,9.32,0.2805482358195623,1.097917292206906
2019.0,9.0,29.0,2.0,35.34,38.83,24.05,9.1,-0.92,0.27,1.09,4.705187330564104,2.5,9.88,0.2644740955783832,1.2444001637778084
2019.0,9.0,29.0,3.0,39.5,36.47,22.82,8.52,-0.78,0.61,0.41,5.599369103994323,16.88,8.82,0.24839995533720408,1.3908830353487103
