year,month,day,hour,O3_forecast,NO2_forecast,T_forecast,q_forecast,u_forecast,v_forecast,w_forecast,ratio_satellite,NO2_satellite_filled,HCHO_satellite_filled
2022.0,3.0,26.0,5.0,110.17,25.12,17.67,5.16,0.99,-0.13,0.42,3.313087772762305,0.2286605981794538,0.757572631940863
2022.0,3.0,26.0,6.0,102.62,26.32,18.72,4.87,1.01,0.72,0.54,2.945339438486817,0.23958387516254875,0.705655836341757
2022.0,3.0,26.0,7.0,109.77,25.47,17.81,5.85,0.25,0.75,1.11,3.2556967542579964,0.2318465539661898,0.7548220732336256
2022.0,3.0,26.0,8.0,116.92,24.61,20.58,6.82,-0.51,0.79,1.68,3.588941838314885,0.22401820546163848,0.8039883101254943
2022.0,3.0,26.0,9.0,124.08,23.76,22.5,7.79,-1.27,0.82,2.24,3.944977910939747,0.21628088426527958,0.8532233109850438
2022.0,3.0,26.0,10.0,140.89,25.7,16.13,7.86,-2.45,-0.14,1.49,4.1412960020289,0.23394018205461636,0.9688155406566957
2022.0,3.0,26.0,11.0,157.7,27.63,20.53,7.94,-3.62,-1.1,0.74,4.3116156113049975,0.2515084525357607,1.084407770328348
2022.0,3.0,26.0,12.0,174.51,29.57,18.71,8.01,-4.8,-2.06,-0.01,4.458186385815741,0.2691677503250975,1.2
2022.0,3.0,26.0,13.0,160.09,32.53,19.19,7.91,-3.64,-1.95,0.86,3.717657431674263,0.296111833550065,1.1008423586040914
2022.0,3.0,26.0,14.0,145.68,35.49,18.62,7.81,-2.48,-1.84,1.74,3.100867153822966,0.3230559167750325,1.001753481175864
2022.0,3.0,26.0,15.0,131.27,38.45,20.0,7.71,-1.33,-1.72,2.61,2.579041724993247,0.35,0.9026646037476364
2022.0,3.0,26.0,16.0,135.56,33.77,20.13,6.8,-0.92,-0.42,2.06,3.032422615101487,0.30739921976592977,0.9321643458827574
2022.0,3.0,26.0,17.0,139.86,29.08,21.01,5.88,-0.51,0.89,1.51,3.63319199831448,0.264707412223667,0.9617328519855596
2022.0,3.0,26.0,18.0,144.16,24.4,20.89,4.97,-0.1,2.2,0.97,4.46317766024561,0.22210663198959682,0.9913013580883616
2022.0,3.0,26.0,19.0,151.27,23.98,20.27,4.92,0.26,1.49,0.73,4.765328622514063,0.21828348504551365,1.0401925391095066
2022.0,3.0,26.0,20.0,158.38,23.57,20.69,4.86,0.63,0.79,0.49,5.076097828840967,0.21455136540962286,1.0890837201306516
2022.0,3.0,26.0,21.0,165.5,23.15,21.75,4.81,1.0,0.09,0.25,5.40052809920937,0.2107282184655396,1.1380436651194774
2022.0,3.0,26.0,22.0,163.2,22.99,19.52,4.76,1.6,0.14,0.64,5.36253834283944,0.20927178153446033,1.1222279525528622
2022.0,3.0,26.0,23.0,160.9,22.83,17.62,4.7,2.2,0.2,1.04,5.324016097549742,0.207815344603381,1.1064122399862473
2019.0,11.0,22.0,0.0,44.67,34.35,8.12,13.17,1.52,-0.95,2.53,2.3912530343079945,0.27102915951972556,0.6480993000874892
2019.0,11.0,22.0,1.0,31.0,52.05,8.54,12.93,1.95,-0.97,2.64,1.095159268549088,0.4106861063464836,0.449766695829688
2019.0,11.0,22.0,2.0,17.34,69.75,9.92,12.7,2.37,-0.99,2.76,0.45713155849285403,0.5503430531732418,0.2515791776027997
2019.0,11.0,22.0,3.0,3.67,87.45,9.33,12.47,2.8,-1.01,2.88,0.0771689468768095,0.69,0.05324657334499855
2019.0,11.0,22.0,4.0,24.67,65.51,7.59,14.47,3.31,-0.94,3.39,0.6924650730611269,0.5168885077186964,0.357927238261884
2019.0,11.0,22.0,5.0,45.66,43.57,8.37,16.47,3.83,-0.86,3.9,1.9270131143147977,0.34377701543739275,0.6624628171478565
2019.0,11.0,22.0,6.0,66.66,21.63,7.73,18.48,4.34,-0.79,4.41,5.66689430987301,0.17066552315608916,0.967143482064742
2019.0,11.0,22.0,7.0,67.3,20.0,10.98,18.66,3.34,-0.16,3.57,6.187588043795252,0.15780445969125212,0.9764289880431614
2019.0,11.0,22.0,8.0,67.94,18.36,10.28,18.85,2.34,0.48,2.73,6.8043898599813115,0.14486449399656945,0.9857144940215807
2019.0,11.0,22.0,9.0,68.58,16.72,10.12,19.03,1.33,1.11,1.89,7.542191075514876,0.13192452830188678,0.9950000000000001
2019.0,11.0,22.0,10.0,60.33,21.63,9.49,19.43,0.91,0.54,1.79,5.128768882607841,0.17066552315608916,0.875304024496938
2019.0,11.0,22.0,11.0,52.07,26.54,8.82,19.82,0.48,-0.03,1.68,3.6076382442204347,0.20940651801029156,0.7554629629629631
2019.0,11.0,22.0,12.0,43.82,31.44,9.84,20.22,0.06,-0.6,1.57,2.562867530210216,0.24806861063464836,0.6357669874599009
2019.0,11.0,22.0,13.0,48.06,30.83,9.28,20.21,0.48,-0.27,2.08,2.866464481536334,0.24325557461406513,0.6972834645669292
2019.0,11.0,22.0,14.0,52.31,30.22,8.98,20.2,0.91,0.06,2.58,3.1829263024194994,0.23844253859348197,0.7589450277048704
2019.0,11.0,22.0,15.0,56.56,29.61,8.63,20.19,1.33,0.38,3.09,3.51242707708441,0.23362950257289877,0.8206065908428115
2019.0,11.0,22.0,16.0,54.47,26.25,6.93,20.28,1.43,0.52,2.98,3.815613621968752,0.20711835334476844,0.7902836103820357
2019.0,11.0,22.0,17.0,52.38,22.9,7.9,20.38,1.53,0.65,2.87,4.205971589558522,0.18068610634648366,0.75996062992126
2019.0,11.0,22.0,18.0,50.29,19.54,6.85,20.47,1.63,0.79,2.77,4.732530257169934,0.15417495711835333,0.7296376494604842
2019.0,11.0,22.0,19.0,40.41,29.28,6.65,19.9,1.31,1.01,1.97,2.5377807635837217,0.23102572898799312,0.5862926509186351
2019.0,11.0,22.0,20.0,30.54,39.01,9.59,19.32,0.98,1.24,1.17,1.4395587892273363,0.30779759862778727,0.4430927384076991
2019.0,11.0,22.0,21.0,20.66,48.74,9.79,18.75,0.65,1.46,0.36,0.779437174813075,0.3845694682675814,0.2997477398658501
2019.0,11.0,22.0,22.0,14.21,64.23,7.08,19.26,1.16,1.2,0.62,0.40681080460672897,0.5067890222984562,0.20616724992709248
2019.0,11.0,22.0,23.0,7.76,79.71,7.01,19.77,1.67,0.93,0.88,0.1790132738601321,0.6289296740994853,0.1125867599883348
2020.0,8.0,21.0,0.0,38.49,53.37,20.56,21.59,0.98,-0.82,2.92,0.15615533581443655,0.32,0.0499697074606197
2020.0,8.0,21.0,1.0,42.89,52.3,21.21,21.02,-0.2,-0.39,2.09,0.17756627237684477,0.31358441071763166,0.05568201488661934
2020.0,8.0,21.0,2.0,47.29,51.23,20.97,20.44,-1.39,0.04,1.26,0.19987159512397987,0.30716882143526325,0.061394322312619
2020.0,8.0,21.0,3.0,51.69,50.17,20.24,19.86,-2.57,0.47,0.43,0.22308406599748834,0.3008131909312348,0.06710662973861865
2020.0,8.0,21.0,4.0,54.92,49.23,21.56,19.57,-2.56,1.02,0.61,0.24154987280139767,0.29517706576728503,0.07129998268997749
2020.0,8.0,21.0,5.0,58.16,48.29,20.6,19.28,-2.55,1.57,0.79,0.26077941862341186,0.28954094060333524,0.07550631815821358
2020.0,8.0,21.0,6.0,61.39,47.35,21.12,18.99,-2.55,2.12,0.97,0.28072673225434797,0.28390481543938545,0.07969967110957243
2020.0,8.0,21.0,7.0,68.05,38.15,21.11,19.48,-2.45,1.54,1.28,0.3862244003653934,0.2287427393666854,0.08834602734983554
2020.0,8.0,21.0,8.0,74.72,28.95,20.6,19.98,-2.36,0.96,1.6,0.5588489193792427,0.1735806632939854,0.09700536610697592
2020.0,8.0,21.0,9.0,81.38,19.76,20.79,20.47,-2.27,0.38,1.91,0.8917371618282114,0.11847854599962528,0.10565172234723903
2020.0,8.0,21.0,10.0,74.46,20.74,19.63,20.6,-1.93,0.32,2.08,0.7773567968087126,0.12435450627693462,0.09666782066816684
2020.0,8.0,21.0,11.0,67.54,21.71,19.16,20.72,-1.6,0.26,2.24,0.6736081812022086,0.13017050777590408,0.0876839189890947
2020.0,8.0,21.0,12.0,60.62,22.69,17.69,20.84,-1.27,0.2,2.41,0.5784789449972316,0.13604646805321344,0.07870001731002249
2020.0,8.0,21.0,13.0,73.09,21.08,18.81,20.6,-1.05,0.14,1.64,0.7507467757106387,0.12639310474049092,0.0948892158559806
2020.0,8.0,21.0,14.0,85.57,19.48,20.5,20.36,-0.84,0.08,0.86,0.9511274149058663,0.11679970020610832,0.11109139691881598
2020.0,8.0,21.0,15.0,98.04,17.87,21.25,20.12,-0.63,0.01,0.09,1.1879136436686824,0.1071463368933858,0.1272805954647741
2020.0,8.0,21.0,16.0,94.0,17.56,19.03,20.3,0.18,0.12,0.04,1.159069458633975,0.10528761476484917,0.12203565864635624
2020.0,8.0,21.0,17.0,89.96,17.24,19.82,20.49,1.0,0.23,-0.02,1.129843536825165,0.10336893385797265,0.11679072182793836
2020.0,8.0,21.0,18.0,85.92,16.93,18.61,20.68,1.81,0.34,-0.07,1.0988626967583632,0.10151021172943601,0.1115457850095205
2020.0,8.0,21.0,19.0,90.86,20.35,18.49,20.7,2.03,-0.06,0.16,0.9667505754412884,0.12201611392167885,0.11795914834689283
2020.0,8.0,21.0,20.0,95.79,23.76,18.21,20.72,2.24,-0.47,0.38,0.8729308806375593,0.14246205733558182,0.1243595291673879
2020.0,8.0,21.0,21.0,100.72,27.18,17.7,20.74,2.46,-0.88,0.6,0.8023657556168728,0.16296795952782464,0.13075990998788298
2020.0,8.0,21.0,22.0,108.13,24.9,17.63,20.79,2.53,-0.5,0.42,0.9402708581860764,0.1492973580663294,0.14037995499394149
2020.0,8.0,21.0,23.0,115.54,22.62,16.72,20.85,2.6,-0.13,0.24,1.1059764588859415,0.1356267566048342,0.15
2021.0,2.0,20.0,0.0,117.73,23.11,22.28,21.26,2.33,-1.6,-2.86,1.1867256215583475,0.4796787034404321,0.5692470074886491
2021.0,2.0,20.0,1.0,119.26,20.54,23.06,21.26,1.91,-2.04,-2.69,1.352562947764926,0.42633494455501847,0.576644849342532
2021.0,2.0,20.0,2.0,120.79,17.96,21.78,21.26,1.49,-2.48,-2.52,1.5667069476597852,0.3727836224054592,0.5840426911964149
2021.0,2.0,20.0,3.0,122.33,15.39,23.17,21.27,1.07,-2.92,-2.35,1.8516439321002975,0.3194398635200455,0.5914888849578395
2021.0,2.0,20.0,4.0,127.12,16.12,23.17,21.11,0.62,-2.21,-2.8,1.8370118894027023,0.33459198180267274,0.6146494486703225
2021.0,2.0,20.0,5.0,131.91,16.84,23.54,20.95,0.17,-1.5,-3.26,1.8247305937838214,0.3495365368211544,0.6378100123828055
2021.0,2.0,20.0,6.0,136.7,17.57,22.09,20.79,-0.28,-0.79,-3.71,1.8124242880744184,0.3646886551037816,0.6609705760952885
2021.0,2.0,20.0,7.0,120.42,19.51,22.61,20.88,-2.8,0.52,-3.59,1.4378198462055247,0.4049559283480239,0.5822536706173712
2021.0,2.0,20.0,8.0,104.14,21.45,22.95,20.96,-5.32,1.82,-3.47,1.1309760213273685,0.4452232015922661,0.503536765139454
2021.0,2.0,20.0,9.0,87.86,23.39,23.7,21.04,-7.84,3.13,-3.35,0.8750323264418258,0.48549047483650837,0.4248198596615366
2021.0,2.0,20.0,10.0,93.5,24.83,22.7,20.27,-6.17,3.13,-3.55,0.8771987653062668,0.5153795848734717,0.4520903355150657
2021.0,2.0,20.0,11.0,99.15,26.27,22.6,19.5,-4.5,3.13,-3.76,0.8792163712147157,0.545268694910435,0.47940916327613653
2021.0,2.0,20.0,12.0,104.8,27.71,21.94,18.73,-2.83,3.13,-3.96,0.8810242800817955,0.5751578049473983,0.5067279910372073
2021.0,2.0,20.0,13.0,114.67,25.71,21.19,18.44,-1.73,2.11,-3.68,1.0389887766805554,0.5336451521182826,0.5544513237808834
2021.0,2.0,20.0,14.0,124.55,23.72,21.28,18.15,-0.62,1.1,-3.4,1.2231850589385866,0.49234006255331236,0.6022230084321009
2021.0,2.0,20.0,15.0,134.43,21.73,22.03,17.86,0.48,0.08,-3.11,1.441118166018844,0.4510349729883423,0.6499946930833186
2021.0,2.0,20.0,16.0,146.15,22.51,21.52,18.71,1.0,-0.53,-2.6,1.5124688715006547,0.4672249075916975,0.7066631287222124
2021.0,2.0,20.0,17.0,157.87,23.29,20.59,19.55,1.52,-1.14,-2.08,1.579040397053242,0.4834148421950526,0.7633315643611062
2021.0,2.0,20.0,18.0,169.59,24.07,20.76,20.39,2.03,-1.76,-1.56,1.6412973575928655,0.4996047767984077,0.82
2021.0,2.0,20.0,19.0,168.58,27.77,21.78,20.12,2.68,-2.09,-2.01,1.4141428763960093,0.5764031845322718,0.8151164573382865
2021.0,2.0,20.0,20.0,167.56,31.47,20.4,19.85,3.32,-2.42,-2.46,1.24032851781374,0.6532015922661358,0.8101845627690312
2021.0,2.0,20.0,21.0,166.55,35.17,20.37,19.58,3.97,-2.75,-2.91,1.1031520823387913,0.73,0.8053010201073176
2021.0,2.0,20.0,22.0,152.31,28.92,19.36,19.58,4.02,-2.21,-3.1,1.2268550358815735,0.6002729599090133,0.7364479037679108
2021.0,2.0,20.0,23.0,138.07,22.67,19.98,19.59,4.07,-1.67,-3.29,1.4187664993178168,0.47054591981802674,0.667594787428504
2024.0,4.0,11.0,0.0,30.78,36.21,9.36,19.44,-2.17,-1.08,-1.72,2.0172856706639712,0.41319893495625715,0.8335402906208718
2024.0,4.0,11.0,1.0,40.71,31.11,11.47,19.25,-2.44,-0.72,-1.97,3.1054776229741736,0.3550019018638265,1.1024504623513869
2024.0,4.0,11.0,2.0,50.63,26.01,13.28,19.06,-2.71,-0.36,-2.22,4.619499113828625,0.29680486877139595,1.3710898282694848
2024.0,4.0,11.0,3.0,60.56,20.91,12.52,18.87,-2.98,0.0,-2.47,6.8732026143790845,0.2386078356789654,1.64
2024.0,4.0,11.0,4.0,47.5,31.77,16.75,18.78,-2.32,0.77,-2.67,3.54816418425753,0.3625332826169646,1.2863276089828268
2024.0,4.0,11.0,5.0,34.44,42.63,14.52,18.68,-1.67,1.55,-2.86,1.9172340042471683,0.4864587295549639,0.9326552179656538
2024.0,4.0,11.0,6.0,21.38,53.49,14.7,18.58,-1.02,2.32,-3.05,0.9485547778697303,0.6103841764929631,0.5789828269484808
2024.0,4.0,11.0,7.0,20.79,53.97,16.78,18.62,-1.03,1.5,-2.75,0.9141750921361712,0.6158615443134271,0.5630052840158519
2024.0,4.0,11.0,8.0,20.19,54.44,15.71,18.66,-1.05,0.68,-2.46,0.880127346820321,0.6212248003042982,0.5467569352708057
2024.0,4.0,11.0,9.0,19.6,54.92,13.04,18.69,-1.06,-0.13,-2.16,0.8469404117850614,0.6267021681247623,0.530779392338177
2024.0,4.0,11.0,10.0,15.21,54.82,13.66,18.24,-0.29,-0.21,-2.32,0.658441955105143,0.6255610498288322,0.4118956406869221
2024.0,4.0,11.0,11.0,10.82,54.71,14.52,17.79,0.49,-0.29,-2.48,0.4693403133338018,0.6243058197033092,0.2930118890356671
2024.0,4.0,11.0,12.0,6.43,54.61,13.99,17.34,1.26,-0.37,-2.64,0.27942554671526554,0.6231647014073792,0.17412813738441213
2024.0,4.0,11.0,13.0,7.43,56.84,13.11,17.25,1.0,-0.68,-2.54,0.3102144741192609,0.6486116394066186,0.20120871862615586
2024.0,4.0,11.0,14.0,8.42,59.07,14.95,17.15,0.73,-1.0,-2.44,0.33827697131756823,0.6740585774058577,0.22801849405548216
2024.0,4.0,11.0,15.0,9.42,61.31,17.15,17.06,0.47,-1.32,-2.34,0.3646253840898204,0.6996196272346901,0.25509907529722586
2024.0,4.0,11.0,16.0,12.64,62.04,18.29,16.72,0.42,-1.54,-2.42,0.483506812695379,0.707949790794979,0.34229854689564065
2024.0,4.0,11.0,17.0,15.86,62.78,19.02,16.38,0.37,-1.76,-2.5,0.5995276046622448,0.7163940661848611,0.4294980184940554
2024.0,4.0,11.0,18.0,19.09,63.52,17.74,16.04,0.32,-1.97,-2.58,0.7132187499653388,0.7248383415747433,0.5169682959048877
2024.0,4.0,11.0,19.0,23.66,62.3,19.17,16.26,0.58,-1.77,-2.2,0.9012681143286876,0.710916698364397,0.6407265521796565
2024.0,4.0,11.0,20.0,28.24,61.08,20.29,16.49,0.84,-1.57,-1.82,1.0972181346362855,0.6969950551540509,0.7647556142668427
2024.0,4.0,11.0,21.0,32.82,59.86,22.61,16.71,1.1,-1.36,-1.44,1.3011554260690181,0.6830734119437047,0.888784676354029
2024.0,4.0,11.0,22.0,23.97,69.36,21.57,16.62,1.07,-1.46,-1.76,0.8201367303856812,0.7914796500570559,0.649121532364597
2024.0,4.0,11.0,23.0,15.13,78.87,23.57,16.53,1.04,-1.55,-2.08,0.4552546602084251,0.9,0.4097291941875826
2020.0,4.0,24.0,0.0,32.38,85.88,9.43,9.03,0.08,-1.91,1.76,2.442486454320843,0.28025754101252426,0.6845252476443586
2020.0,4.0,24.0,1.0,26.23,81.99,8.97,9.8,0.87,-2.07,1.71,2.07245333010159,0.26756306226847765,0.5545119594104856
2020.0,4.0,24.0,2.0,20.08,78.11,10.84,10.57,1.66,-2.22,1.66,1.6653457991676446,0.2549012171458811,0.42449867117661266
2020.0,4.0,24.0,3.0,13.92,74.23,10.47,11.34,2.45,-2.38,1.61,1.214806564119346,0.24223937202328455,0.2942739792220343
2020.0,4.0,24.0,4.0,15.72,65.78,11.6,10.75,2.41,-2.45,1.66,1.5481250136753988,0.214663961898042,0.33232664894902153
2020.0,4.0,24.0,5.0,17.52,57.33,13.79,10.17,2.37,-2.52,1.72,1.9797006025563646,0.18708855177279946,0.3703793186760087
2020.0,4.0,24.0,6.0,19.33,48.87,9.79,9.58,2.33,-2.59,1.77,2.5623406721077573,0.15948050802610692,0.4086433921237014
2020.0,4.0,24.0,7.0,22.3,48.41,11.33,9.58,2.7,-2.41,1.87,2.9841258559210377,0.1579793614394073,0.47143029717323026
2020.0,4.0,24.0,8.0,25.28,47.96,13.3,9.59,3.08,-2.23,1.97,3.4146425704906127,0.1565108484741577,0.5344286059434646
2020.0,4.0,24.0,9.0,28.26,47.5,14.98,9.6,3.46,-2.06,2.06,3.854125951080466,0.1550097018874581,0.597426914713699
2020.0,4.0,24.0,10.0,26.65,53.22,10.36,9.12,3.36,-1.73,1.76,3.243916736230616,0.17367613335685306,0.563390915680116
2020.0,4.0,24.0,11.0,25.04,58.95,10.55,8.64,3.27,-1.41,1.46,2.7516796391529197,0.19237519844769801,0.529354916646533
2020.0,4.0,24.0,12.0,23.42,64.68,10.87,8.16,3.17,-1.08,1.16,2.3456555318116084,0.21107426353854297,0.49510751389224456
2020.0,4.0,24.0,13.0,26.76,60.15,10.05,7.88,2.97,-1.16,1.54,2.8820255897284275,0.19629123302169696,0.5657163566078763
2020.0,4.0,24.0,14.0,30.09,55.63,9.15,7.59,2.76,-1.24,1.92,3.503970837504834,0.18154083612630095,0.6361137956028026
2020.0,4.0,24.0,15.0,33.42,51.1,10.95,7.3,2.56,-1.32,2.3,4.236750609757788,0.16675780560945494,0.7065112345977289
2020.0,4.0,24.0,16.0,36.08,49.35,10.48,6.82,1.42,-1.16,2.16,4.73616394226265,0.1610469218557065,0.7627446243053877
2020.0,4.0,24.0,17.0,38.74,47.59,12.08,6.35,0.28,-1.0,2.02,5.273406701884863,0.15530340448050803,0.8189780140130467
2020.0,4.0,24.0,18.0,41.39,45.83,12.29,5.87,-0.86,-0.85,1.88,5.850499200924686,0.1495598871053096,0.875
2020.0,4.0,24.0,19.0,39.81,48.74,12.69,5.87,-0.55,-0.63,1.69,5.291197933388034,0.15905627094725702,0.8415982121285335
2020.0,4.0,24.0,20.0,38.23,51.64,11.96,5.87,-0.25,-0.41,1.5,4.795848105505173,0.16852002116775447,0.8081964242570668
2020.0,4.0,24.0,21.0,36.65,54.54,12.15,5.87,0.06,-0.19,1.31,4.353175743733802,0.1779837713882519,0.7747946363856003
2020.0,4.0,24.0,22.0,29.11,83.96,13.19,6.15,0.45,-0.57,1.4,2.246038160636151,0.2739918856941259,0.6153962309736651
2020.0,4.0,24.0,23.0,21.56,113.38,16.34,6.44,0.85,-0.95,1.5,1.2318551941649307,0.37,0.45578642184102436
2021.0,9.0,19.0,0.0,118.97,15.08,29.0,8.58,2.04,-1.09,-2.21,3.7624533267760176,0.2541760922599246,0.9563256839102813
2021.0,9.0,19.0,1.0,117.96,21.38,22.36,8.16,2.64,-1.45,-1.52,2.63124970305679,0.3603637170104236,0.9482069233761182
2021.0,9.0,19.0,2.0,116.95,27.68,23.42,7.74,3.23,-1.8,-0.83,2.014972584354263,0.4665513417609226,0.9400881628419552
2021.0,9.0,19.0,3.0,115.94,33.98,26.82,7.32,3.83,-2.16,-0.15,1.6272149387433146,0.5727389665114215,0.9319694023077921
2021.0,9.0,19.0,4.0,115.43,34.26,26.87,7.16,4.18,-2.13,-0.21,1.6068167051407825,0.5774584165003326,0.9278698301568781
2021.0,9.0,19.0,5.0,114.92,34.54,28.34,7.0,4.54,-2.1,-0.28,1.5867491898595418,0.5821778664892437,0.923770258005964
2021.0,9.0,19.0,6.0,114.41,34.82,28.61,6.84,4.89,-2.06,-0.35,1.567004414628775,0.5868973164781548,0.9196706858550499
2021.0,9.0,19.0,7.0,127.69,38.25,29.17,7.18,4.56,-2.1,0.09,1.592063730608008,0.6447105788423154,1.026420329314145
2021.0,9.0,19.0,8.0,140.98,41.67,29.04,7.53,4.23,-2.14,0.52,1.6135001381919785,0.7023552894211577,1.133250356540905
2021.0,9.0,19.0,9.0,154.26,45.09,29.19,7.88,3.9,-2.18,0.96,1.631578947368421,0.76,1.24
2021.0,9.0,19.0,10.0,147.81,43.66,29.23,7.73,3.86,-2.11,0.71,1.6145633382902265,0.7358970946994898,1.1881524698560872
2021.0,9.0,19.0,11.0,141.35,42.22,29.8,7.57,3.82,-2.05,0.45,1.596660513461378,0.7116256376136615,1.1362245559445092
2021.0,9.0,19.0,12.0,134.89,40.78,29.98,7.42,3.78,-1.98,0.2,1.577493340042361,0.6873541805278331,1.0842966420329314
2021.0,9.0,19.0,13.0,136.78,34.63,29.6,7.62,3.62,-1.79,-0.24,1.8836712487325986,0.5836948325571081,1.0994891741216128
2021.0,9.0,19.0,14.0,138.67,28.48,29.95,7.81,3.47,-1.61,-0.68,2.322081891864197,0.4800354845863828,1.1146817062102943
2021.0,9.0,19.0,15.0,140.55,22.33,29.33,8.01,3.32,-1.42,-1.12,3.0017680310189747,0.3763761366156575,1.1297938545313109
2021.0,9.0,19.0,16.0,143.85,20.13,28.1,8.26,3.36,-1.28,-0.98,3.4080118210932513,0.339294743845642,1.1563204978607546
2021.0,9.0,19.0,17.0,147.15,17.93,28.7,8.52,3.4,-1.14,-0.85,3.913947338793117,0.3022133510756265,1.1828471411901984
2021.0,9.0,19.0,18.0,150.46,15.73,28.17,8.77,3.44,-1.0,-0.72,4.561706465024483,0.265131958305611,1.2094541682873072
2021.0,9.0,19.0,19.0,149.34,15.19,29.21,8.58,3.75,-1.44,-0.95,4.688710023099089,0.2560301618984253,1.2004511863088294
2021.0,9.0,19.0,20.0,148.22,14.64,30.03,8.38,4.07,-1.89,-1.18,4.828372117958688,0.24675981370592148,1.1914482043303514
2021.0,9.0,19.0,21.0,147.1,14.09,29.74,8.18,4.38,-2.33,-1.41,4.978937570117477,0.23748946551341757,1.1824452223518735
